"graph_mode","root_pr_node","root_quantile","root_time_cutoff","n_valid_cells","n_root_candidate_cells","root_candidate_min_embryo_time","root_candidate_max_embryo_time"
"global","Y_15",0.05,180,6188,320,160,180
