gene,gene_short_name,correlation,p-value,discovery_score
WBGene00017335,F10D2.10,-0.11408453134440376,0.0003089108458048068,0
WBGene00007640,C17D12.7,-0.12014319281484817,0.00014430637721644154,0
WBGene00015514,C06A8.3,-0.12028867866066492,0.00014162993740238095,0
WBGene00011231,R11A5.3,-0.1253401936509342,7.298050893919322e-05,0
WBGene00021525,Y41D4B.26,-0.1403530905975687,8.751219221474457e-06,0
WBGene00006775,unc-39,-0.14339554617991684,5.537955499267732e-06,0
WBGene00001960,hlh-16,-0.14672116916187444,3.3223667887283725e-06,0
WBGene00007786,rmd-2,-0.15480816698983016,9.147124732637854e-07,0
WBGene00013816,Y116F11A.1,-0.15686682845021127,6.516388897398356e-07,0
WBGene00001842,her-1,-0.16748417990793213,1.0568270647195056e-07,0
WBGene00007863,C32C4.3,-0.17177136320413716,4.902879246020202e-08,0
WBGene00001958,hlh-14,-0.17728213235736584,1.775367160327604e-08,0
WBGene00017326,dmd-5,-0.18521888214240673,3.883138057009894e-09,0
WBGene00000468,ces-1,-0.19157449470627674,1.0948228237829444e-09,0
WBGene00045382,T05E12.8,-0.21418321081758598,8.465642772181114e-12,0
WBGene00001820,ham-1,-0.21519521236575326,6.720023787299498e-12,0
WBGene00001934,his-60,-0.2205741253509981,1.9315726856277057e-12,0
WBGene00010872,M05B5.4,-0.23191189420338548,1.2526426660338387e-13,0
WBGene00045272,F59C12.4,-0.23229013865135512,1.1404796891103003e-13,0
WBGene00018811,pmt-2,-0.24283622398439908,7.801509732138102e-15,0
WBGene00001434,fkh-2,-0.2511552624374219,8.57687892198259e-16,0
WBGene00000685,col-111,-0.2772556969938733,4.9050661762338e-19,1
WBGene00006956,wrt-10,-0.29589535536062017,1.4142233949384574e-21,1
WBGene00000457,ceh-36,-0.31356949411278134,3.652239181633701e-24,1
WBGene00008447,E01G4.5,-0.31383601389505766,3.3278617321651995e-24,1
WBGene00019040,fbxb-19,-0.3245666611546581,7.26764658754118e-26,1
WBGene00011475,T05D4.2,-0.35346216110168327,1.11097729729765e-30,1
WBGene00013100,zip-7,-0.35934479271293485,1.0043054952198326e-31,1
WBGene00006981,zig-4,-0.37351759899789766,2.485994506089464e-34,1
WBGene00000458,ceh-37,-0.378126219060629,3.3080544184564854e-35,1
WBGene00003018,lin-32,-0.39907466077898357,2.2726429290763514e-39,1
WBGene00000453,ceh-32,-0.40101955027405745,9.006930008467602e-40,1
WBGene00019039,fbxb-18,-0.40491060064558454,1.3878473960923385e-40,1
WBGene00010100,F55C9.3,-0.42780810645625494,1.377529448991919e-45,2
WBGene00010102,F55C9.5,-0.4511330713567222,4.2733824436871567e-51,2
WBGene00006063,sto-1,-0.48309126948178877,2.2636815824752894e-59,2
WBGene00010234,ttr-50,-0.4971259852050161,2.71626247566967e-63,2
WBGene00002085,ins-2,-0.523317297077411,4.074253412523416e-71,3
WBGene00006575,tir-1,-0.5303382678028057,2.477801809973357e-73,3
WBGene00235158,Y37E3.30,-0.5904958820268963,1.216602731347373e-94,4
WBGene00002255,lbp-3,-0.6053952122380699,1.2225654606240417e-100,4
WBGene00000503,cht-1,-0.6188897804572127,2.365697461788923e-106,4
WBGene00008066,fbxb-65,-0.6249370916736567,5.273951100388277e-109,4
WBGene00001854,hil-3,-0.6392695978400614,1.5772144056408328e-115,4
WBGene00009156,clec-196,-0.6589553909894867,4.453752962489703e-125,5
WBGene00007934,C34E7.4,-0.7289791057745593,8.393068943171335e-166,6
WBGene00016088,clec-266,-0.7538295779659488,1.7040964667726598e-183,7
WBGene00001898,his-24,-0.7970503380483802,6.16372972694845e-220,8
WBGene00002253,lbp-1,-0.8198022695283009,6.739925134987871e-243,9
