gene,gene_short_name,correlation,p-value,discovery_score
WBGene00269432,ZC132.11,0.4859322624117085,3.765173480242533e-60,2
WBGene00044144,M153.4,0.4844751043541005,9.46823482156e-60,2
WBGene00007058,dmd-6,0.48141435216962497,6.474622406187331e-59,2
WBGene00012853,Y44A6D.2,0.47642227080771377,1.4288089592373718e-57,2
WBGene00016254,fbxb-114,0.4753009371883336,2.8429430137796033e-57,2
WBGene00010239,F58B4.6,0.46292190800008554,4.7814590756199054e-54,2
WBGene00044238,C30H6.12,0.461767406987954,9.412586277535579e-54,2
WBGene00009716,F44G4.7,0.4606737246402992,1.7837091961339126e-53,2
WBGene00016321,tppp-1,0.4589077830749194,4.982640800996501e-53,2
WBGene00044419,fbxc-17,0.4543030122929026,7.055729260534085e-52,2
WBGene00004924,snt-4,0.44944941143717204,1.1038165258230272e-50,2
WBGene00017900,F28E10.1,0.44845775682011274,1.9255489345748714e-50,2
WBGene00007253,C01H6.3,0.44812083427147237,2.3252957240966065e-50,2
WBGene00044232,C18D11.7,0.4453852783532596,1.0671912346157182e-49,2
WBGene00005655,srr-4,0.44195637445156705,7.067335174234092e-49,2
WBGene00011289,R102.2,0.43910871503510096,3.341871231848005e-48,2
WBGene00194684,Y48A6B.14,0.42361179748102706,1.2167708854541203e-44,2
WBGene00014261,shk-1,0.421808067303863,3.074629620919867e-44,2
WBGene00011433,pde-1,0.4200297385752005,7.626377254085487e-44,2
WBGene00001676,gpa-14,0.41677769697244793,3.9599811949003494e-43,2
WBGene00015409,C03H5.7,0.4096879433083686,1.3497530317856003e-41,1
WBGene00002089,ins-6,0.40326180274488527,3.0749405035409023e-40,1
WBGene00017129,E04F6.10,0.39913668973947986,2.2067483598382134e-39,1
WBGene00016114,flp-27,0.39514420740666545,1.4478243522795058e-38,1
WBGene00009983,cut-2,0.3894198516161872,2.054351980253205e-37,1
WBGene00006669,twk-14,0.3789825015992416,2.266026291417727e-35,1
WBGene00006428,tkr-3,0.37660502901621523,6.46036745293148e-35,1
WBGene00012016,inpp-1,0.3748251158078475,1.4074208595909148e-34,1
WBGene00007751,C26G2.2,0.3690481749789927,1.7043259321891646e-33,1
WBGene00006525,tax-2,0.36738630560009533,3.4600450202200656e-33,1
WBGene00011899,T21C12.3,0.36657781877648865,4.8757459889312566e-33,1
WBGene00021804,Y53G8AM.4,0.3659429959196276,6.378311457628876e-33,1
WBGene00018352,fbxc-20,0.36492016952688966,9.820313606907767e-33,1
WBGene00077536,F38B7.10,0.3577229169263236,1.9581917687243844e-31,1
WBGene00021254,Y22D7AL.16,0.35631096906335946,3.4909612349290465e-31,1
WBGene00020929,W02C12.2,0.3551869791605963,5.519775680507924e-31,1
WBGene00012779,cdkl-1,0.3545051236611442,7.2817890476590365e-31,1
WBGene00009901,F49E12.8,0.3533206053075155,1.176395285837503e-30,1
WBGene00005560,sri-48,0.3457133255158681,2.4401621434815858e-29,1
WBGene00003642,nhr-52,0.3446884353899335,3.6481899060488096e-29,1
WBGene00019663,K11H12.7,0.3439091378279471,4.948210125170635e-29,1
WBGene00016979,C56G2.4,0.34383365734604454,5.096232616900093e-29,1
WBGene00019355,K03B4.4,0.34378125627819334,5.201566219724681e-29,1
WBGene00000277,cab-1,0.34334952549769515,6.155622293702729e-29,1
WBGene00007629,C16C10.9,0.33968720654333434,2.541434866058009e-28,1
WBGene00018297,F41F3.3,0.33785354848180066,5.132347727503531e-28,1
WBGene00020854,T27C4.1,0.3337901465368039,2.395719589421373e-27,1
WBGene00010838,M03C11.1,0.3277465487602668,2.2709885202571922e-26,1
WBGene00001989,hot-4,0.32326000465941973,1.1674545803807604e-25,1
WBGene00015340,C02E7.7,0.3221410916840246,1.7486710409649482e-25,1
WBGene00006654,ttx-3,0.31852941904407056,6.3689229899400465e-25,1
WBGene00000650,col-74,0.31850115754816866,6.433221277960002e-25,1
WBGene00010592,K06A4.2,0.3146267976646361,2.5238946407525323e-24,1
WBGene00000491,che-12,0.31069302693317824,9.906174301080993e-24,1
WBGene00006309,sul-2,0.3098365853503209,1.330483516364535e-23,1
WBGene00003848,odr-1,0.3090885387403197,1.7201043129247658e-23,1
WBGene00005647,srp-6,0.3089515957547212,1.8027699465158315e-23,1
WBGene00003641,nhr-51,0.30737016442609716,3.094394320403502e-23,1
WBGene00019479,K07C11.7,0.3065482911407071,4.092145589677877e-23,1
WBGene00020997,gpa-18,0.3062067578191903,4.594896551404318e-23,1
WBGene00004267,rab-3,0.30400565966590487,9.660756301660302e-23,1
WBGene00003563,ncs-1,0.3015474348453831,2.1988456538506487e-22,1
WBGene00002266,lec-3,0.29638099137747775,1.2071740754700379e-21,1
WBGene00005559,sri-47,0.29398608953229277,2.6273749985230853e-21,1
WBGene00002141,inx-19,0.2931875602253418,3.399594879432002e-21,1
WBGene00010357,H03A11.2,0.2919115536974249,5.122821934990309e-21,1
WBGene00021799,Y53G8AL.1,0.2899140354354681,9.693332755475931e-21,1
WBGene00003890,osm-10,0.2891271740030142,1.2444239958565082e-20,1
WBGene00019324,K02F2.5,0.2834416792056139,7.392241250246495e-20,1
WBGene00000224,atgp-1,0.28129151115479123,1.4348477188111454e-19,1
WBGene00020775,T24E12.6,0.2808623270036479,1.636802969593548e-19,1
WBGene00001681,gpc-1,0.2804729990175732,1.8441207138228494e-19,1
WBGene00011869,dod-6,0.2788195693022814,3.053731160153304e-19,1
WBGene00010708,phf-33,0.275820344830132,7.557566643575317e-19,1
WBGene00004108,pqn-18,0.2745697479551506,1.0991294397151965e-18,1
WBGene00017671,pgal-1,0.27448833879610995,1.1261822268279603e-18,1
WBGene00012100,sipa-1,0.27423841982658936,1.2134004735715344e-18,1
WBGene00003602,nhr-3,0.2679375833056331,7.75699150556573e-18,1
WBGene00012064,fbxb-115,0.26649108151252604,1.1794283751505728e-17,1
WBGene00000860,cwp-2,0.26387099020696303,2.5030645190504585e-17,1
WBGene00021116,ncs-6,0.26276174253406753,3.433480590822564e-17,1
WBGene00077455,Y69H2.17,0.2589610071907234,1.0026405232228487e-16,1
WBGene00012372,W09H1.1,0.2589318510764878,1.0108488517211029e-16,1
WBGene00019732,M02D8.6,0.2588871007925769,1.0235762853685238e-16,1
WBGene00014067,ZK675.4,0.2585502071942201,1.1245928584505306e-16,1
WBGene00017353,F10E9.1,0.2580382991787246,1.2971530754011054e-16,1
WBGene00044418,C08G5.7,0.2578375694103238,1.3717145264906358e-16,1
WBGene00005051,sra-25,0.2558933818938774,2.3510913907875635e-16,1
WBGene00003591,nex-4,0.25537176535590583,2.714670500846943e-16,1
WBGene00020444,T12B3.1,0.2553191458363653,2.7542847666516093e-16,1
WBGene00017597,F19C7.8,0.25246860650768427,6.007575107487959e-16,1
WBGene00010186,nhr-283,0.2520615114924371,6.710038609108807e-16,1
WBGene00006055,ssr-2,0.2502126518442999,1.106014403703086e-15,0
WBGene00001788,gst-40,0.24964313375794028,1.2890226593605875e-15,0
WBGene00006731,uev-2,0.2494591228080362,1.3542874710390774e-15,0
WBGene00044562,C14E2.7,0.24793113940443776,2.0377738556155956e-15,0
WBGene00010683,K08F8.7,0.24771908710669813,2.1561889931887965e-15,0
WBGene00003745,nlp-7,0.2465938853237296,2.907149098068128e-15,0
WBGene00014233,ZK1128.7,0.2461538880337725,3.2661782986957373e-15,0
WBGene00008795,F14D7.8,0.24579405298146878,3.59190656716889e-15,0
WBGene00019840,R02F11.2,0.2457485486922231,3.635307698298113e-15,0
WBGene00006532,tba-6,0.24460243798401407,4.915528004941219e-15,0
WBGene00050889,T04C12.9,0.24311428134846189,7.256081257561266e-15,0
WBGene00007641,C17E4.1,0.2428231263888247,7.828171843456693e-15,0
WBGene00018736,F53B1.3,0.24017471072647262,1.554087005688594e-14,0
WBGene00011060,R06C1.6,0.235685549380086,4.8771044791303665e-14,0
WBGene00022412,Y102A11A.2,0.23566437622778194,4.903210898677161e-14,0
WBGene00008018,tbc-8,0.2323376702704653,1.1271013986118187e-13,0
WBGene00003714,nhr-124,0.23133464013976196,1.4449855740899423e-13,0
WBGene00009579,arrd-6,0.2299915032780472,2.0116973206211267e-13,0
WBGene00003695,nhr-105,0.22876292166004292,2.717796304134897e-13,0
WBGene00020192,T03F1.11,0.2285316356895958,2.8756032945554574e-13,0
WBGene00015678,mcp-1,0.22817713775199103,3.135072041270955e-13,0
WBGene00020033,R12E2.7,0.22482047357807128,7.053521397366564e-13,0
WBGene00015280,C01B10.6,0.22251235576641717,1.2226941661549913e-12,0
WBGene00008407,D2023.3,0.21926173340143976,2.62621303394203e-12,0
WBGene00022389,pde-6,0.21779925275572676,3.689863520496225e-12,0
WBGene00012019,dkf-2,0.21754785629637471,3.91102412120633e-12,0
WBGene00018879,F55D10.4,0.2174665182495087,3.9853194707521504e-12,0
WBGene00015803,C15H9.9,0.21651300658559772,4.9662437873084e-12,0
WBGene00022623,ZC487.1,0.21421071326067403,8.412809527379646e-12,0
WBGene00007219,nlp-38,0.21344731991441118,1.0006287237485464e-11,0
WBGene00001385,far-1,0.21293721825328882,1.1231862052659762e-11,0
WBGene00006407,lim-9,0.2101775219790351,2.0879991333117773e-11,0
WBGene00194909,F41E6.17,0.20994472014289955,2.1992622156749997e-11,0
WBGene00002272,lec-9,0.20976797145366777,2.2875861863109204e-11,0
WBGene00000903,daf-7,0.2094773942472413,2.440382768941586e-11,0
WBGene00008865,F15G9.1,0.20882482839006675,2.820791090296408e-11,0
WBGene00022522,ZC132.3,0.2072142141381514,4.0250083308770495e-11,0
WBGene00012382,ttr-16,0.20720121711386655,4.036524581019777e-11,0
WBGene00001954,hlh-10,0.20607490643542276,5.166855475238703e-11,0
WBGene00003850,odr-3,0.20333972013685897,9.355323375533841e-11,0
WBGene00012833,Y43F8C.11,0.202954064967561,1.0165376514171429e-10,0
WBGene00000641,col-65,0.2027273960139368,1.0673016912182249e-10,0
WBGene00016396,C34B2.11,0.20016390973063578,1.8446881875780664e-10,0
WBGene00004300,ram-2,0.19854877324626868,2.5943796027890845e-10,0
WBGene00000681,col-107,0.19837401411745476,2.691439393342574e-10,0
WBGene00008989,F20G2.6,0.1974926857692204,3.2374707896405866e-10,0
WBGene00006743,unc-3,0.1962917863488766,4.158344486930773e-10,0
WBGene00009375,F34D10.6,0.1953278998896436,5.077887140757637e-10,0
WBGene00002087,ins-4,0.19493378213565354,5.508480990194764e-10,0
WBGene00015666,gad-2,0.1945605018714822,5.948997721802353e-10,0
WBGene00002189,kin-1,0.19440391750086497,6.143839314762637e-10,0
WBGene00019001,ipgm-1,0.19407857361789502,6.568754736996855e-10,0
WBGene00014030,glb-1,0.1926834396243199,8.738911853989765e-10,0
WBGene00009573,F40E10.5,0.19254777409809606,8.983875802727023e-10,0
WBGene00019428,dgk-5,0.19108197965842813,1.20957246617366e-09,0
WBGene00003884,osm-3,0.1903193473549473,1.4107020517888365e-09,0
WBGene00013415,ilcr-1,0.18919708411232025,1.7670244030260863e-09,0
WBGene00017068,D2092.8,0.18919441281519564,1.767969010440204e-09,0
WBGene00195077,T24E12.13,0.1889839905575335,1.843941174328875e-09,0
WBGene00007036,sod-5,0.18836990861091252,2.0842651809092906e-09,0
WBGene00018219,F40A3.4,0.18750529752525993,2.4749424026453737e-09,0
WBGene00022271,cpx-1,0.18668283682592066,2.912152804523354e-09,0
WBGene00020242,phat-5,0.1855013261274702,3.6740959285971458e-09,0
WBGene00000448,pros-1,0.18508694291888658,3.9847067422779015e-09,0
WBGene00006583,tnc-2,0.18374067717049186,5.180246361779713e-09,0
WBGene00000611,col-34,0.18341103023941807,5.522353094971997e-09,0
WBGene00016044,C24B5.1,0.18335590521524667,5.581663769495493e-09,0
WBGene00019988,R09F10.5,0.18060059258495978,9.481012818681699e-09,0
WBGene00004033,pkc-2,0.17975025604596107,1.1146827930438561e-08,0
WBGene00020237,phat-4,0.1794969149376268,1.1695797191273497e-08,0
WBGene00016559,C41A3.2,0.17851877848176165,1.4072173172540369e-08,0
WBGene00010681,mak-1,0.17844570400134863,1.4267396687598338e-08,0
WBGene00003404,mpz-1,0.17833103867639616,1.4579039045248272e-08,0
WBGene00013298,Y57G11B.6,0.1778444463683255,1.597657230114848e-08,0
WBGene00007856,C31H5.5,0.1778417417299451,1.59846919858061e-08,0
WBGene00219280,C05B5.16,0.1771444487477484,1.8217182257204935e-08,0
WBGene00019967,cyp-33C8,0.1769324858770169,1.8953770765133446e-08,0
WBGene00018266,nhr-183,0.17674025848717367,1.964668423336627e-08,0
WBGene00010468,K01D12.9,0.17628033173536065,2.1405704644065663e-08,0
WBGene00000653,col-77,0.17621217408934095,2.1679034239077206e-08,0
WBGene00004155,pqn-73,0.1757297570922885,2.3712697135113403e-08,0
WBGene00015735,pdfr-1,0.17509186078831354,2.668746452094382e-08,0
WBGene00018968,F56D2.8,0.17486407229524548,2.783492768705641e-08,0
WBGene00002243,lad-2,0.1745656644614418,2.941065595769262e-08,0
WBGene00012942,Y47D3B.6,0.1740901374980029,3.210176481476684e-08,0
WBGene00015619,C08G9.1,0.17334924181610487,3.677603426637289e-08,0
WBGene00004944,sol-1,0.1732159183104705,3.7684393026484257e-08,0
WBGene00009982,F53F1.4,0.17181106780927727,4.867687506578483e-08,0
WBGene00009144,del-3,0.17177665738464135,4.898172618897867e-08,0
WBGene00019904,twk-49,0.17168285381405873,4.982217111275254e-08,0
WBGene00019150,H04J21.1,0.17166970643098095,4.994107621173604e-08,0
WBGene00002048,ida-1,0.1711057592846494,5.530817637334152e-08,0
WBGene00020803,T25E4.1,0.16946822215210788,7.424850162375303e-08,0
WBGene00020149,T01D1.4,0.16876216519666,8.422760601641959e-08,0
WBGene00020039,R12E2.14,0.16841735780946532,8.9560646610228e-08,0
WBGene00003646,nhr-56,0.16785201610358513,9.901829810504907e-08,0
WBGene00004740,scd-2,0.16732331848183313,1.0873154409093507e-07,0
WBGene00020279,glb-25,0.1668751369017932,1.176810454227623e-07,0
WBGene00003495,mup-2,0.16674890037047324,1.20327636459248e-07,0
WBGene00000907,daf-11,0.16583481320932278,1.4128268484145063e-07,0
WBGene00003010,lin-24,0.16582223457638895,1.4159428925786736e-07,0
WBGene00195073,F02E11.7,0.1656025888735691,1.4714365717905e-07,0
WBGene00020789,T25B6.3,0.16457071326213682,1.7615004340686131e-07,0
WBGene00012446,nhr-230,0.16332502531642878,2.1855956346618867e-07,0
WBGene00022391,Y95B8A.12,0.16129714657797323,3.0944040932212043e-07,0
WBGene00011888,cutl-15,0.1612191098134902,3.13581773561958e-07,0
WBGene00011999,T24F1.7,0.16088721962302505,3.3179962196519367e-07,0
WBGene00000895,dac-1,0.16075789605535118,3.3917103916938467e-07,0
WBGene00013897,ZC443.2,0.15960400166967784,4.123161076501549e-07,0
WBGene00011517,cgt-1,0.1590221135770487,4.547480213991989e-07,0
WBGene00021693,Y48G8AR.2,0.15825542310969146,5.171163337736726e-07,0
WBGene00013642,daf-38,0.1576118683384199,5.757529854278882e-07,0
WBGene00019023,F58A6.2,0.15605892753797584,7.44786772366855e-07,0
WBGene00016724,C46H3.1,0.15575561428052326,7.829618815855052e-07,0
WBGene00016237,C29H12.6,0.15571389112027378,7.883581839831673e-07,0
WBGene00001132,alp-1,0.1553988755135635,8.302713951167261e-07,0
WBGene00016733,phat-2,0.15523782713435338,8.525187320051069e-07,0
WBGene00004131,pqn-44,0.1537266919827277,1.0911653116160232e-06,0
WBGene00010724,K09E9.1,0.15266488656154298,1.2959631613939462e-06,0
WBGene00044283,spp-22,0.1520629187188271,1.4279697054825604e-06,0
WBGene00022771,ZK616.1,0.15167172065818363,1.5205771540065059e-06,0
WBGene00012989,Y48C3A.5,0.1509232920750559,1.7140641045051307e-06,0
WBGene00008065,npr-18,0.15036176013509148,1.8745248797630413e-06,0
WBGene00006668,twk-13,0.14938520320501816,2.188488149135427e-06,0
WBGene00077769,F33E2.10,0.1491663469228415,2.2654678063175383e-06,0
WBGene00004174,abu-14,0.14861505966914232,2.4710522199458033e-06,0
WBGene00009917,glb-18,0.1483543329391177,2.5743998677920172e-06,0
WBGene00010291,F58H10.1,0.14734962209273722,3.012745110632373e-06,0
WBGene00022240,shl-1,0.14686447178184506,3.2491920049070626e-06,0
WBGene00017858,F27C1.11,0.14624751848321954,3.5756224080146017e-06,0
WBGene00020494,T13G4.7,0.14550642884138648,4.009312096183084e-06,0
WBGene00016107,C25G6.1,0.14524911195679235,4.171341136690552e-06,0
WBGene00022283,lgc-27,0.1449534251129705,4.365268236108884e-06,0
WBGene00018803,fbxa-24,0.14490873013829522,4.395321707373447e-06,0
WBGene00018541,nhr-186,0.14474559126142988,4.506706977971342e-06,0
WBGene00010887,M7.12,0.14464044777123716,4.57992057813074e-06,0
WBGene00018213,F39H12.2,0.14442504253795244,4.73348032010408e-06,0
WBGene00010074,irld-34,0.1443405625747618,4.795039235495146e-06,0
WBGene00005253,srh-30,0.1428578453607945,6.008515565029541e-06,0
WBGene00016168,C27F2.6,0.14205950435778122,6.778242773969962e-06,0
WBGene00001374,exp-2,0.1414946300629296,7.378833367787383e-06,0
WBGene00005317,srh-98,0.14117791771118404,7.737462668437163e-06,0
WBGene00017580,lgc-4,0.14111363410035158,7.812258069337929e-06,0
WBGene00022842,ZK994.6,0.14025893862816516,8.874685105023609e-06,0
WBGene00001787,gst-39,0.13995599351910612,9.283327726110446e-06,0
WBGene00004345,rgs-2,0.13989038326252173,9.374164033181532e-06,0
WBGene00077691,T06E4.14,0.13959063218405326,9.800058883757922e-06,0
WBGene00000603,col-14,0.13900900106963232,1.067966566682983e-05,0
WBGene00000699,col-125,0.13735043879728043,1.3620300849924798e-05,0
WBGene00021396,cutl-24,0.1373355505642327,1.3649898280447971e-05,0
WBGene00016022,C23H3.9,0.1370745290903217,1.4178860737469494e-05,0
WBGene00017413,F13A2.4,0.13574484192084277,1.7190631813718775e-05,0
WBGene00015546,C06G1.2,0.13482394383204777,1.9623266678638663e-05,0
WBGene00004921,snt-1,0.13480411769974635,1.967907613440319e-05,0
WBGene00020126,flp-26,0.1342403516822463,2.133069866362942e-05,0
WBGene00015741,C13F10.1,0.1340483006662766,2.1922822679926133e-05,0
WBGene00021383,Y37F4.2,0.13396286512257735,2.2191224956383834e-05,0
WBGene00010865,M04D8.7,0.13359854825058923,2.3371204484650448e-05,0
WBGene00016293,C31H2.3,0.13344047529166375,2.390151725826196e-05,0
WBGene00011073,R07A4.2,0.13320263297638377,2.472103478215389e-05,0
WBGene00021043,pck-1,0.13234708620757954,2.7895135930442097e-05,0
WBGene00012289,W05H12.1,0.1318901147536491,2.974534321662334e-05,0
WBGene00011423,ipla-7,0.1318355083575784,2.9974069244429155e-05,0
WBGene00020017,R12A1.3,0.13133297886659653,3.215879137973923e-05,0
WBGene00018837,F54G2.1,0.1311208068981733,3.312583511266485e-05,0
WBGene00015823,C16B8.3,0.13002335761257328,3.8584117332658484e-05,0
WBGene00004372,rig-5,0.12985677543229066,3.9483680161814384e-05,0
WBGene00000286,cal-2,0.12914538221538147,4.355377572290636e-05,0
WBGene00015775,C14E2.6,0.12895302375638285,4.4720759245141576e-05,0
WBGene00000288,cal-4,0.12884738902702444,4.5374148125671135e-05,0
WBGene00043054,T21B4.15,0.1282613431197475,4.916637539678548e-05,0
WBGene00017950,F31E3.2,0.12790545272070808,5.1613685198530377e-05,0
WBGene00012625,Y38H6C.13,0.1271571593168892,5.714043532210199e-05,0
WBGene00001763,gst-15,0.12664323597664726,6.125544374934885e-05,0
WBGene00044142,H13N06.7,0.12640620893564894,6.324632005486196e-05,0
WBGene00022038,Y65B4BL.6,0.12522880225685673,7.407557935840173e-05,0
WBGene00008570,kcnl-2,0.12384803422224407,8.900356585173263e-05,0
WBGene00020844,T27A10.2,0.12383872623961689,8.91132133331849e-05,0
WBGene00003614,nhr-15,0.12284137112126328,0.00010162928460901713,0
WBGene00009869,F49C5.7,0.1208360797041245,0.0001319721316108779,0
WBGene00011474,aldo-1,0.1204850031592254,0.0001380921824254077,0
WBGene00015774,C14E2.5,0.12033261128602032,0.0001408309497159302,0
WBGene00018078,F35H12.6,0.12027889961413814,0.0001418083646885429,0
WBGene00000692,col-118,0.12026848329163715,0.0001419986521210025,0
WBGene00001988,hot-3,0.12010112913460202,0.0001450890229097238,0
WBGene00002052,ifa-4,0.12006775266829707,0.00014571287040787844,0
WBGene00011355,lgc-14,0.11790802256378692,0.00019189230676764057,0
WBGene00004053,tank-1,0.117583840924428,0.0001999086043814513,0
WBGene00017439,F13H8.6,0.11725674087631074,0.00020831468657454762,0
WBGene00044484,hot-9,0.11691521046575415,0.00021744462486729011,0
WBGene00020349,T08B2.11,0.11668714593414377,0.00022374880554452758,0
WBGene00013173,Y53F4B.27,0.11505804882739136,0.00027401629469336175,0
WBGene00000893,cyn-17,0.11502306657102199,0.0002752035166018355,0
WBGene00010235,F58B4.2,0.11451701943869795,0.0002929250900767604,0
WBGene00018637,F49E8.6,0.11356834248030362,0.0003290574230981404,0
WBGene00235291,C01G5.25,0.11323750514655882,0.00034260849665366714,0
WBGene00003706,nhr-116,0.11309011723864354,0.0003488118080536265,0
WBGene00019839,R02F11.1,0.11296983595872097,0.0003539518149518678,0
WBGene00004913,snn-1,0.11262392020906013,0.00036913084676817756,0
WBGene00008746,F13E6.2,0.11145970945574867,0.00042479849555761675,0
WBGene00009803,F47B8.2,0.11143617389016082,0.0004260006557486791,0
WBGene00008652,F10D11.6,0.11138612756217325,0.0004285674952952841,0
WBGene00219317,F31E3.12,0.11119466649082461,0.0004385210822677057,0
WBGene00015679,C10F3.7,0.11059644152360701,0.00047102707875256464,0
WBGene00020378,T09B4.4,0.10999223531795861,0.0005061253121169913,0
WBGene00003112,mab-21,0.10879763144771915,0.0005827938709185237,0
WBGene00002268,lec-5,0.10813992457612265,0.0006294826012591822,0
WBGene00010012,saeg-1,0.10792356098012448,0.0006455857805781158,0
WBGene00001452,flp-9,0.10771271744083885,0.0006616454295599018,0
WBGene00002019,hsp-16.48,0.10769941943633511,0.0006626706512944807,0
WBGene00004370,rig-3,0.10734057959074546,0.0006908989214937653,0
WBGene00004120,pqn-32,0.10700133177672667,0.0007186083862785514,0
WBGene00004156,pqn-74,0.10562024461377008,0.0008423965302061703,0
WBGene00007044,cpna-5,0.1051867259465064,0.0008851518287032196,0
WBGene00008047,lact-7,0.10461868292496139,0.000944216467949104,0
WBGene00044588,ZK1236.9,0.10453231234498692,0.0009535100558134082,0
WBGene00001752,gst-4,0.10398969641378619,0.0010138583701071256,0
WBGene00018413,cyp-33C4,0.10259485152754207,0.0011855581728711197,0
WBGene00044316,F41G3.21,0.10230450542169799,0.0012245142499896762,0
WBGene00001476,fmo-1,0.10228677104862291,0.0012269315266108132,0
WBGene00015956,C18B2.5,0.10210393261592285,0.0012521110731318794,0
WBGene00000255,bli-5,0.10130496245185534,0.001367829217705117,0
WBGene00194664,K09E9.7,0.10104814472049452,0.0014070674058771404,0
WBGene00017380,F11D5.1,0.10076954438082174,0.0014508036383286506,0
WBGene00011314,T01B7.9,0.1006292204771322,0.0014733030788441348,0
WBGene00022635,ZC581.9,0.10044204318837555,0.0015038147925949296,0
WBGene00003756,nlp-18,0.09964964372828407,0.0016395310377452503,0
WBGene00016579,sre-14,0.09922937963940352,0.0017159942308959876,0
WBGene00014848,VM106R.1,0.098715796466987,0.0018138776615848255,0
WBGene00011949,T23F6.1,0.09854125578078597,0.0018482926243693354,0
WBGene00008376,D1054.9,0.09823731217215298,0.0019096555690180047,0
WBGene00011684,T10B10.8,0.0981997737048715,0.0019173624219190042,0
WBGene00011315,mbr-1,0.09811786552223971,0.001934277719496936,0
WBGene00021017,cil-7,0.09786479993470983,0.0019874077276770675,0
WBGene00009810,srm-6,0.09772881134568419,0.0020165072364402054,0
WBGene00000434,ceh-9,0.0970019117428246,0.0021787809358647554,0
WBGene00003759,nlp-21,0.09699863885392539,0.0021795378648012155,0
WBGene00018467,sdpn-1,0.09698145379362179,0.0021835162465268097,0
WBGene00001957,hlh-13,0.09661040548527489,0.0022710522191473417,0
WBGene00002088,ins-5,0.09651873225408425,0.002293168218190083,0
WBGene00010285,F58H1.2,0.09633744152870097,0.0023374852347529,0
WBGene00001725,grl-16,0.096210225019071,0.0023690497371352533,0
WBGene00000670,col-95,0.09602317657276879,0.002416167559689816,0
WBGene00006064,sto-2,0.09581137756316091,0.002470552994586814,0
WBGene00194692,T02C12.5,0.09578715364337514,0.0024768439314367765,0
WBGene00016596,C42D4.3,0.09557141336907035,0.0025335204970935907,0
WBGene00001454,flp-11,0.09530789601213095,0.0026043543764348405,0
WBGene00009216,F28D1.6,0.0947152211185369,0.0027703178684681273,0
WBGene00019020,F57H12.5,0.09380972381590845,0.0030425670074637388,0
WBGene00000705,col-131,0.09378935966421106,0.0030489606687205384,0
WBGene00018544,nhr-188,0.09268299324258873,0.003415272005605717,0
WBGene00022518,zfh-2,0.09211969986269816,0.003616752247207392,0
WBGene00000704,col-130,0.09089555041127473,0.004092302164571279,0
WBGene00011266,R13H4.8,0.0904534982113628,0.00427749694901125,0
WBGene00001448,flp-5,0.08873763057221501,0.005070414954535151,0
WBGene00006475,tyra-3,0.08773774149083202,0.005591461111685673,0
WBGene00009315,F32B4.5,0.08757473540331237,0.005680835147562631,0
WBGene00003746,nlp-8,0.0858530625762684,0.006706415680651396,0
WBGene00010290,F58H1.7,-0.09352987433461506,0.0031315085320485253,0
WBGene00000972,dhs-8,-0.09594804575642782,0.0024353330501925446,0
WBGene00002989,lim-7,-0.09667836692786881,0.002254782771103164,0
WBGene00006308,sul-1,-0.10267098944728084,0.0011755336060913606,0
WBGene00001855,hil-4,-0.1065831162805473,0.000754186270216683,0
