gene,gene_short_name,dpt_correlation,p_value,q_value,abs_correlation
WBGene00005007,spr-2,-0.022788486389881932,0.0730528304480778,0.11497583890117376,0.022788486389881932
WBGene00015792,C15C7.6,0.022784336172675015,0.07310510470626339,0.11504692928407198,0.022784336172675015
WBGene00043982,B0403.6,0.02278257216653344,0.07312733259374306,0.11506189229694123,0.02278257216653344
WBGene00013836,fbxa-29,0.022782453748603,0.07312882495231116,0.11506189229694123,0.022782453748603
WBGene00022751,msrp-2,-0.022781072107745694,0.07314623888251004,0.1150781092096388,0.022781072107745694
WBGene00013439,Y66D12A.13,-0.02276443226978414,0.07335623065864719,0.11539726870929906,0.02276443226978414
WBGene00017456,F14D2.8,-0.02276192344772126,0.07338793427007578,0.11543592691869702,0.02276192344772126
WBGene00012214,W02D9.8,-0.02274943273830079,0.07354594430721803,0.11567323265881248,0.02274943273830079
WBGene00017969,F32A5.3,0.022743981515535427,0.07361499052595712,0.1157705833912488,0.022743981515535427
WBGene00010781,K11H3.4,0.022734799707238667,0.07373140884706304,0.11594240769657616,0.022734799707238667
WBGene00010641,crml-1,-0.022729367966661633,0.07380034999421112,0.11603954817501129,0.022729367966661633
WBGene00000593,col-2,-0.022725930811019607,0.07384400253443468,0.11609691125716733,0.022725930811019607
WBGene00018565,F47E1.1,0.022722225382452946,0.07389108582992004,0.11615755237862359,0.022722225382452946
WBGene00022576,ZC250.2,-0.022721766281514243,0.0738969211371172,0.11615755237862359,0.022721766281514243
WBGene00007549,spin-1,0.022718361210884205,0.0739402123377238,0.11621431937220189,0.022718361210884205
WBGene00006642,tsp-16,0.022701090678752294,0.07416010476680249,0.1165362072496873,0.022701090678752294
WBGene00016327,C32E12.1,0.022700837825059113,0.07416332812331794,0.1165362072496873,0.022700837825059113
WBGene00050936,ZK856.16,-0.02270058103631924,0.07416660176062424,0.1165362072496873,0.02270058103631924
WBGene00015430,C04E7.3,0.022699530731571046,0.07417999266099526,0.11654593840159472,0.022699530731571046
WBGene00010709,nol-9,-0.02269032105840157,0.07429749636709491,0.11671922588299223,0.02269032105840157
WBGene00015526,C06E1.11,-0.022689164094768573,0.07431226849604658,0.11673110705160906,0.022689164094768573
WBGene00013759,fbxb-59,-0.02268696804279367,0.0743403143203048,0.11676383446254489,0.02268696804279367
WBGene00004879,smg-1,-0.02267847156136746,0.07444890451581007,0.11692305159262821,0.02267847156136746
WBGene00022809,ZK697.14,0.02267658267780956,0.07447306319178519,0.11694964981101598,0.02267658267780956
WBGene00008001,C38C10.3,0.02266507929858392,0.07462032881697779,0.11715488408672708,0.02266507929858392
WBGene00015372,C03B1.1,0.02266507929858392,0.07462032881697779,0.11715488408672708,0.02266507929858392
WBGene00019801,aak-1,-0.022664678694173563,0.07462546161502613,0.11715488408672708,0.022664678694173563
WBGene00004974,spe-29,-0.02265264690997069,0.07477975490720501,0.11738572869194994,0.02265264690997069
WBGene00016991,CD4.5,0.022651054031007985,0.07480020119459103,0.11740644220073847,0.022651054031007985
WBGene00019928,clec-44,-0.022642390731732197,0.07491148375624963,0.11756971454698013,0.022642390731732197
WBGene00009742,F45H10.5,0.022622565571266223,0.07516665228897634,0.11795875497800978,0.022622565571266223
WBGene00010225,ttr-31,0.022611831645635037,0.07530510384025421,0.11815312416486398,0.022611831645635037
WBGene00018201,btb-18,0.022611831645635037,0.07530510384025421,0.11815312416486398,0.022611831645635037
WBGene00011526,cox-15,-0.022601853960310916,0.07543398761835782,0.1183438743839211,0.022601853960310916
WBGene00020173,T02H6.3,-0.022599588175334286,0.07546328028736578,0.11837511658287254,0.022599588175334286
WBGene00014000,ZK550.6,0.022598733999606706,0.07547432570673904,0.11837511658287254,0.022598733999606706
WBGene00009981,F53F1.3,-0.02259861736915166,0.07547583396748865,0.11837511658287254,0.02259861736915166
WBGene00017107,srt-12,0.02259775876996953,0.07548693809753314,0.1183810655375551,0.02259775876996953
WBGene00020384,T09D3.3,0.02259558877596562,0.07551500823583127,0.11841361740795853,0.02259558877596562
WBGene00011341,T01G5.6,0.02259409846885088,0.07553429116082643,0.1184323852499372,0.02259409846885088
WBGene00012416,Y7A9A.1,0.02258493798888776,0.07565290590346813,0.1186068795883962,0.02258493798888776
WBGene00007988,best-8,0.022575422117996187,0.07577628332401296,0.11878880623317047,0.022575422117996187
WBGene00005127,srd-49,0.022570816177504067,0.07583606028024018,0.11887100562029514,0.022570816177504067
WBGene00006242,str-209,-0.022557290112159192,0.07601182705469312,0.11913498244793254,0.022557290112159192
WBGene00010281,F58G11.3,-0.022555896177776123,0.07602995964372133,0.11915186861702824,0.022555896177776123
WBGene00017717,F22F4.4,0.022550541305634383,0.07609964974715164,0.11924954308582979,0.022550541305634383
WBGene00020863,T27E4.5,0.02254333601672525,0.07619350399584625,0.1193850606445464,0.02254333601672525
WBGene00219275,Y39G10AR.32,-0.02250833169214393,0.07665080541428274,0.12008997012753421,0.02250833169214393
WBGene00021045,W05H7.2,-0.022507503137981194,0.07666165680667487,0.12009535091076622,0.022507503137981194
WBGene00015697,mlst-8,-0.022491336962726316,0.07687363233663294,0.12041577389907715,0.022491336962726316
WBGene00000101,aka-1,-0.0224904166707457,0.07688571382446481,0.12042304877594644,0.0224904166707457
WBGene00023502,clec-184,0.02248761003760975,0.07692256853840676,0.1204574690303561,0.02248761003760975
WBGene00003033,lin-48,0.02248761003760975,0.07692256853840676,0.1204574690303561,0.02248761003760975
WBGene00011799,T16G1.5,0.0224853824168454,0.076951830319126,0.12049163877064967,0.0224853824168454
WBGene00011836,mam-4,-0.022484766244814314,0.07695992588824864,0.12049266292617694,0.022484766244814314
WBGene00020897,del-10,0.022479757306494035,0.07702576152080899,0.12058407913999218,0.022479757306494035
WBGene00012873,Y45F10B.9,0.022477414921823393,0.0770565647021263,0.12060897976383075,0.022477414921823393
WBGene00013809,Y116A8C.33,0.022477414921823393,0.0770565647021263,0.12060897976383075,0.022477414921823393
WBGene00019576,K09E3.5,0.02247037077207614,0.07714925822594536,0.12074239215102525,0.02247037077207614
WBGene00012463,Y17G7B.10,-0.022467769137804114,0.07718351593066299,0.12078433265190829,0.022467769137804114
WBGene00007786,rmd-2,0.02245551237499844,0.0773450768430419,0.1210254623349956,0.02245551237499844
WBGene00022674,ZK177.9,-0.02245218762761392,0.07738894902820931,0.12108241015216592,0.02245218762761392
WBGene00021808,Y53G8AM.8,-0.022450876247743525,0.07740625910422853,0.12109779202083754,0.022450876247743525
WBGene00044120,C36B1.13,0.02244858721333603,0.07743648167354165,0.12113336984426494,0.02244858721333603
WBGene00014035,seb-2,0.022447337178757673,0.07745299018163007,0.12114428438479524,0.022447337178757673
WBGene00022718,ZK370.4,-0.02244692589179251,0.07745842244539186,0.12114428438479524,0.02244692589179251
WBGene00010351,cbd-1,-0.02243723537379767,0.07758650427841096,0.12133288364651634,0.02243723537379767
WBGene00017137,pink-1,-0.022435112593180002,0.07761458458035872,0.12136507518350251,0.022435112593180002
WBGene00005122,srd-44,0.022430399810607966,0.07767695520574246,0.12145087472879315,0.022430399810607966
WBGene00044239,C33D9.10,0.02242903864774303,0.07769497690886089,0.12146732317353244,0.02242903864774303
WBGene00077557,F15D3.9,-0.02242163670125544,0.07779303777836132,0.12160888856026515,0.02242163670125544
WBGene00013900,ugt-18,0.022417494923778772,0.07784795193335754,0.12168298462254323,0.022417494923778772
WBGene00010038,rheb-1,-0.022414177929890117,0.07789195337036282,0.12174001051862113,0.022414177929890117
WBGene00007245,C01G12.5,0.02240964881242624,0.07795206687495147,0.1218111432889671,0.02240964881242624
WBGene00185102,Y105C5A.1268,-0.022409615321172558,0.07795251153410802,0.1218111432889671,0.022409615321172558
WBGene00021005,ule-1,0.0224045953176688,0.07801918484183569,0.12190356469738527,0.0224045953176688
WBGene00018310,F41G4.7,-0.022403660002719917,0.07803161238039907,0.12191121841599979,0.022403660002719917
WBGene00010614,cri-1,0.022394229932310366,0.07815699985758125,0.12209533446154902,0.022394229932310366
WBGene00010955,M199.7,0.022380935259638055,0.07833405175556701,0.12236011634440874,0.022380935259638055
WBGene00014082,ZK795.2,-0.022375550493916038,0.07840585621853494,0.12246046338289937,0.022375550493916038
WBGene00007346,frpr-2,0.022369258408838303,0.07848982739499633,0.1225797921662597,0.022369258408838303
WBGene00010599,K06B4.4,-0.022366989959930535,0.07852011897522071,0.1226152730684515,0.022366989959930535
WBGene00044694,fbxb-90,-0.022360980341585464,0.07860041398861041,0.12272882384798262,0.022360980341585464
WBGene00007494,C09G9.3,0.0223533145656146,0.07870293399925801,0.12287705209873549,0.0223533145656146
WBGene00020946,W02D7.11,-0.022344720808074585,0.07881799387991874,0.12304482808558082,0.022344720808074585
WBGene00016003,C18H9.5,0.022342858263970488,0.07884294909383785,0.1230719205367225,0.022342858263970488
WBGene00011925,T22C8.4,-0.022333658059937363,0.07896631190626431,0.12325260481841448,0.022333658059937363
WBGene00002041,hum-8,0.022331603486016822,0.0789938825106974,0.12328375379404455,0.022331603486016822
WBGene00008993,F21A3.3,0.022330376112150677,0.0790103565408121,0.12329758029190724,0.022330376112150677
WBGene00005022,sqv-4,0.02232722160685803,0.07905270968962817,0.12335178522641027,0.02232722160685803
WBGene00018067,npr-7,0.022325600956270467,0.0790744761131385,0.12337385982115423,0.022325600956270467
WBGene00018473,cima-1,-0.022315645232884932,0.07920829509599614,0.12357074035980051,0.022315645232884932
WBGene00004773,sem-4,0.022309533115121724,0.07929054177228513,0.12368713414035075,0.022309533115121724
WBGene00018373,F43B10.1,-0.02230810662238941,0.07930974711958529,0.12370517535500673,0.02230810662238941
WBGene00010143,F56A12.2,0.02230632328864439,0.07933376205545684,0.12373071423636652,0.02230632328864439
WBGene00016724,C46H3.1,0.02228857212909578,0.07957312720652875,0.12409208087528782,0.02228857212909578
WBGene00011777,T14G10.8,-0.022286243587391997,0.07960456988470271,0.12412915982021441,0.022286243587391997
WBGene00018221,F40A3.6,0.02228339188232744,0.07964309067797541,0.12417726762231854,0.02228339188232744
WBGene00015169,B0403.5,0.022277371220228055,0.07972446745507107,0.12429217957178035,0.022277371220228055
WBGene00235368,F49F1.18,0.022271004445133035,0.0798105958776712,0.12441447660067893,0.022271004445133035
WBGene00014028,trxr-2,0.02226897916476688,0.0798380092990226,0.12444522974295089,0.02226897916476688
WBGene00007368,C06B8.2,0.022264331265489008,0.07990095041610352,0.12453134942126752,0.022264331265489008
WBGene00022330,fbxa-80,0.022262538536459257,0.07992523804089038,0.1245572140864386,0.022262538536459257
WBGene00006522,abcx-1,0.022247981203646443,0.08012268079955943,0.12485289649759083,0.022247981203646443
WBGene00015622,C09B8.3,0.02224733382583292,0.08013147045205905,0.124854577517296,0.02224733382583292
WBGene00020483,T13C5.2,0.02223973741805969,0.08023466780534837,0.12500334274071018,0.02223973741805969
WBGene00007744,C26D10.3,-0.022236207159093222,0.08028266317208166,0.12506608447973314,0.022236207159093222
WBGene00008863,F15D4.6,-0.022233159364512724,0.0803241179848485,0.12511862610973226,0.022233159364512724
WBGene00003093,lys-4,0.022230805781946913,0.08035614231430815,0.12515646944529413,0.022230805781946913
WBGene00077685,C04F12.12,0.022223751143877705,0.08045219429752697,0.1252940203968026,0.022223751143877705
WBGene00044445,C02F5.14,0.0222150734615399,0.08057047259760385,0.12546615621277182,0.0222150734615399
WBGene00044903,K03H1.13,0.02221379297976803,0.0805879377325548,0.12548128548567433,0.02221379297976803
WBGene00017864,pcca-1,0.022202754982686666,0.0807386180211173,0.12570381759595492,0.022202754982686666
WBGene00012390,gpap-1,-0.022202155710512466,0.08074680525933688,0.12570447752708228,0.022202155710512466
WBGene00019962,cysl-3,0.022200362048787392,0.08077131423907118,0.12573054414141902,0.022200362048787392
WBGene00003650,nhr-60,0.0221990684239604,0.08078899435530876,0.1257459767952667,0.0221990684239604
WBGene00007250,nspb-8,0.022194342264873115,0.0808536140117962,0.12583445963850481,0.022194342264873115
WBGene00010607,K06G5.3,0.02219138007459922,0.0808941367248019,0.12588542641499206,0.02219138007459922
WBGene00138720,F58H1.8,-0.02218850379101999,0.08093350000966047,0.12593457929621588,0.02218850379101999
WBGene00016967,C56C10.11,-0.022186208684967654,0.08096492075987165,0.12597136513345264,0.022186208684967654
WBGene00008890,ser-5,0.022179705958984414,0.08105399896961608,0.12609784313182393,0.022179705958984414
WBGene00020605,lgc-50,0.022175388948463548,0.08111317986711558,0.12617778926009562,0.022175388948463548
WBGene00013976,hizr-1,0.022158476668313123,0.08134536427480023,0.12652681444164893,0.022158476668313123
WBGene00044897,M01D7.9,-0.022156461875119757,0.08137306077215191,0.12655773701111167,0.022156461875119757
WBGene00004169,pqn-89,0.02215447365607251,0.08140039946607025,0.12658809721039277,0.02215447365607251
WBGene00014009,lips-6,0.022149097379206343,0.08147436243848681,0.12669095136886377,0.022149097379206343
WBGene00013437,Y66D12A.11,-0.022138857533230954,0.08161538572752011,0.12689805316881175,0.022138857533230954
WBGene00013344,ebp-1,-0.022104774242328137,0.08208620815881076,0.12761784757632874,0.022104774242328137
WBGene00008031,C39E9.7,0.022102423026477355,0.08211876859925508,0.12764797670251998,0.022102423026477355
WBGene00003858,ogt-1,0.02210223632332811,0.08212135457696089,0.12764797670251998,0.02210223632332811
WBGene00022047,Y66H1A.5,0.022097501675400623,0.08218695504776272,0.12773768248544576,0.022097501675400623
WBGene00009264,sac-1,-0.022088355051961456,0.08231380554230158,0.12792255872357686,0.022088355051961456
WBGene00005950,srx-59,0.022082706511254657,0.08239222190401252,0.1280297275521054,0.022082706511254657
WBGene00013165,Y53F4B.19,-0.022081772119294494,0.08240519951716582,0.1280297275521054,0.022081772119294494
WBGene00000452,ceh-31,-0.0220811969075883,0.08241318935991974,0.1280297275521054,0.0220811969075883
WBGene00004128,pqn-41,0.022081110263250787,0.08241439292709947,0.1280297275521054,0.022081110263250787
WBGene00006001,srx-110,0.022073387426867628,0.08252172725791636,0.12818417188796832,0.022073387426867628
WBGene00020218,T04G9.7,0.02206793645510581,0.08259755470414135,0.12828965043352103,0.02206793645510581
WBGene00005248,srh-23,0.022062016407601453,0.08267997132759633,0.1283941141237313,0.022062016407601453
WBGene00001856,hil-5,-0.022061966156178968,0.08268067119368493,0.1283941141237313,0.022061966156178968
WBGene00016004,C18H9.6,0.022058250707446925,0.08273243062282652,0.12846217075611882,0.022058250707446925
WBGene00019844,abts-4,-0.02205177118392791,0.08282275883221749,0.1285900959834371,0.02205177118392791
WBGene00044796,W03D8.11,0.022044005024459468,0.08293112873417195,0.128746005413587,0.022044005024459468
WBGene00000771,cpb-2,0.022041790690482056,0.08296204884830169,0.12878165995127033,0.022041790690482056
WBGene00022666,ZK154.4,-0.022039767234099585,0.08299031178624951,0.12880577446926125,0.022039767234099585
WBGene00020501,T14B4.5,-0.022039539485068975,0.08299349339413307,0.12880577446926125,0.022039539485068975
WBGene00044481,ZK185.5,0.022035478153979705,0.08305024596113998,0.12888150111201635,0.022035478153979705
WBGene00000229,atp-2,-0.02202975161793602,0.08313032131670903,0.12899340323528055,0.02202975161793602
WBGene00010608,K07A1.1,-0.022024689649910476,0.08320115593865822,0.1290909464314636,0.022024689649910476
WBGene00008032,C39E9.8,0.022020098819172794,0.08326543996790159,0.12917830832233998,0.022020098819172794
WBGene00015968,C18C4.7,0.022019253430534468,0.08327728207657488,0.12918430268096381,0.022019253430534468
WBGene00014155,ZK930.5,-0.02201399382955506,0.08335098861777623,0.12928625421008075,0.02201399382955506
WBGene00235260,T05C7.7,-0.021996085952785672,0.08360234070135011,0.12966370695749627,0.021996085952785672
WBGene00009297,sdz-16,-0.021993901957416188,0.08363303684977302,0.12969889212446364,0.021993901957416188
WBGene00013721,Y106G6H.9,-0.021992015172982025,0.08365956303166858,0.12972760434866668,0.021992015172982025
WBGene00003757,nlp-19,0.021984780494979015,0.08376133804373602,0.12987298531113411,0.021984780494979015
WBGene00004237,ptr-23,-0.02198079383534934,0.08381746384512584,0.12994756554770945,0.02198079383534934
WBGene00010332,F59D12.5,-0.021975720139760516,0.08388893739672681,0.1300459238226712,0.021975720139760516
WBGene00012346,W08G11.1,0.021973296098826492,0.08392310246334311,0.1300864326140582,0.021973296098826492
WBGene00009124,rtel-1,-0.021965957218261046,0.08402660722905776,0.13023440454225169,0.021965957218261046
WBGene00019636,gsto-3,0.02195767090354761,0.08414359839345259,0.13040324896504443,0.02195767090354761
WBGene00019720,M01H9.4,0.02195162351202062,0.08422906226691416,0.13051764486262724,0.02195162351202062
WBGene00219449,Y38A10A.11,0.021951307203120628,0.08423353438824448,0.13051764486262724,0.021951307203120628
WBGene00018304,agr-1,0.021949641952032188,0.08425708164560046,0.13054163869539398,0.021949641952032188
WBGene00195242,Y113G7B.28,-0.021946503516950065,0.08430147473906495,0.1305979218307443,0.021946503516950065
WBGene00019649,K11D12.9,0.021944599523187835,0.08432841590932119,0.13062716066236763,0.021944599523187835
WBGene00012025,clec-38,-0.021941549097934623,0.08437159339905803,0.13068154202387103,0.021941549097934623
WBGene00004119,pqn-31,0.02193999551421561,0.0843935905979601,0.1307031103741913,0.02193999551421561
WBGene00019827,mop-25.1,0.02193504811815347,0.08446367171575798,0.13079913661261988,0.02193504811815347
WBGene00021677,pgs-1,-0.021934330121418967,0.08447384623198455,0.13079997450939373,0.021934330121418967
WBGene00017397,F12A10.8,-0.021933869864806332,0.08448036891176135,0.13079997450939373,0.021933869864806332
WBGene00022188,Y71H2AR.1,-0.02193306289879941,0.08449180608248515,0.1308018101327369,0.02193306289879941
WBGene00003565,ncs-3,0.02193264631444499,0.08449771084414698,0.1308018101327369,0.02193264631444499
WBGene00010556,rack-1,-0.021931898754240675,0.08450830776996784,0.13080570876697442,0.021931898754240675
WBGene00016155,C27A12.4,-0.021931030935861424,0.08452061074552744,0.13081224710299946,0.021931030935861424
WBGene00022499,set-30,-0.021929666085031996,0.08453996303220371,0.13082969334009772,0.021929666085031996
WBGene00235258,T05C7.5,-0.02192764874193205,0.0845685736024894,0.13086146251639033,0.02192764874193205
WBGene00016184,glb-9,0.021925301272445734,0.08460187598370943,0.13090048503853063,0.021925301272445734
WBGene00007388,folt-1,0.02192468293162944,0.08461064984187558,0.1309015519051834,0.02192468293162944
WBGene00021671,Y48G1BM.6,-0.02192346662613765,0.08462791058154484,0.13091574740960868,0.02192346662613765
WBGene00015386,C03B8.3,-0.02191707895550115,0.08471860555359667,0.13103149653495574,0.02191707895550115
WBGene00001637,gly-12,0.021917056885605028,0.0847189190479528,0.13103149653495574,0.021917056885605028
WBGene00019094,F59A7.7,0.02191256354428771,0.08478276476982169,0.13111240510412778,0.02191256354428771
WBGene00235316,B0222.15,0.021912148595680997,0.08478866272138338,0.13111240510412778,0.021912148595680997
WBGene00017245,srpa-72,-0.021911665981617198,0.08479552286625655,0.13111240510412778,0.021911665981617198
WBGene00004229,ptr-15,0.021903177194477187,0.08491626060806247,0.1312865551194259,0.021903177194477187
WBGene00002015,hsp-16.1,0.021898262911126568,0.084986220964031,0.1313821739401938,0.021898262911126568
WBGene00018590,nlp-37,0.021896256069913415,0.08501480400616879,0.1314138144599413,0.021896256069913415
WBGene00194883,B0496.11,0.021889378881395225,0.08511281340071154,0.13154639940721188,0.021889378881395225
WBGene00017108,cyp-43A1,0.02188909754574614,0.08511682476465902,0.13154639940721188,0.02188909754574614
WBGene00020840,spch-3,-0.021887807056504956,0.08513522688692284,0.13156228228221556,0.021887807056504956
WBGene00016196,C28H8.5,0.021886273509959076,0.08515709914033295,0.13158352412255664,0.021886273509959076
WBGene00019747,ipla-1,-0.02188442478630512,0.08518347265538741,0.1316117165301558,0.02188442478630512
WBGene00003923,pas-2,0.021883364403851108,0.08519860283498237,0.13162253383303452,0.021883364403851108
WBGene00011801,T16G1.7,0.021875997345196435,0.08530378047880624,0.13177244929525192,0.021875997345196435
WBGene00017053,D2024.5,-0.021873165783044924,0.08534423389023177,0.1318136467257393,0.021873165783044924
WBGene00010354,cyp-31A2,-0.0218729910148724,0.08534673124213507,0.1318136467257393,0.0218729910148724
WBGene00011728,T12A7.7,0.021861158807560947,0.08551594512404986,0.1320623923174645,0.021861158807560947
WBGene00002198,kin-14,0.02184978588245114,0.08567884619319201,0.1323013425100291,0.02184978588245114
WBGene00012841,Y43F11A.1,-0.021845940650217523,0.0857339803920308,0.1323738543442131,0.021845940650217523
WBGene00022307,Y77E11A.2,0.021843551323888932,0.08576825377276033,0.13241414617548963,0.021843551323888932
WBGene00009621,fipr-21,0.02183221836799239,0.08593096868637269,0.1326527071188623,0.02183221836799239
WBGene00001578,ges-1,-0.02182927728352469,0.08597323655478027,0.13270530469923758,0.02182927728352469
WBGene00019519,K08B5.2,0.021828465423375926,0.0859849071803907,0.132710667912009,0.021828465423375926
WBGene00001185,egl-17,0.021819779981980012,0.08610984194914727,0.13289082737710567,0.021819779981980012
WBGene00008954,F19C6.5,0.021815848229907397,0.08616644598794188,0.13296550971473886,0.021815848229907397
WBGene00012468,Y17G7B.17,0.021808656458391022,0.08627006112198712,0.13311271485488999,0.021808656458391022
WBGene00013094,Y51H1A.3,-0.021808056845052735,0.08627870456725346,0.13311336677970156,0.021808056845052735
WBGene00005702,sru-39,0.021803160231001043,0.08634931559046184,0.13320961490479785,0.021803160231001043
WBGene00020858,mop-25.3,0.021798952868516467,0.08641002461228471,0.13329057049843898,0.021798952868516467
WBGene00219282,F43G9.21,-0.021791790876344013,0.08651344594038356,0.1334373896615251,0.021791790876344013
WBGene00022173,set-27,-0.021789295781804257,0.08654949932219805,0.1334802831722098,0.021789295781804257
WBGene00006640,tsp-14,-0.02178770187878149,0.08657253710055336,0.13350309721258666,0.02178770187878149
WBGene00018400,F43H9.4,-0.021782203368349216,0.08665204885847223,0.1336026168046407,0.021782203368349216
WBGene00045494,ZK662.6,0.021782097890421084,0.08665357470864234,0.1336026168046407,0.021782097890421084
WBGene00005652,srr-1,0.02175033977560063,0.08711397685626945,0.13429291259827253,0.02175033977560063
WBGene00018543,ugt-32,0.021749879628239144,0.08712066215985688,0.13429291259827253,0.021749879628239144
WBGene00005247,srh-22,0.021749500112303595,0.08712617631205861,0.13429291259827253,0.021749500112303595
WBGene00017018,D1014.5,0.021739936286106164,0.08726522629519262,0.13449443595771549,0.021739936286106164
WBGene00020576,T19D12.1,0.02172905722327487,0.08742361631866186,0.13472572527189233,0.02172905722327487
WBGene00000298,cat-4,0.021724042201741938,0.08749670887277934,0.13482553388542473,0.021724042201741938
WBGene00219424,Y54G2A.72,0.021722645983462005,0.08751706713831438,0.13484407185303895,0.021722645983462005
WBGene00007605,asp-10,0.021713473346237126,0.08765090842457353,0.13503744140920024,0.021713473346237126
WBGene00018301,F41G3.5,0.021712117008654372,0.08767071324163866,0.135055103111846,0.021712117008654372
WBGene00018798,gnrr-1,0.021707947777627117,0.08773161364616189,0.13513268825056693,0.021707947777627117
WBGene00018455,fbxc-42,-0.021707194299522014,0.08774262342059254,0.13513268825056693,0.021707194299522014
WBGene00001065,dpy-3,0.021706955403011326,0.08774611439392667,0.13513268825056693,0.021706955403011326
WBGene00044760,Y71H2AM.25,0.02170473556849343,0.08777855799314412,0.13516531229261503,0.02170473556849343
WBGene00020193,T03F1.12,-0.021703835477240002,0.08779171587388059,0.13516531229261503,0.021703835477240002
WBGene00000780,cpn-4,0.021703792700424215,0.08779234124144221,0.13516531229261503,0.021703792700424215
WBGene00009586,F40F9.10,0.021697323126339173,0.08788696331741447,0.13529812797447946,0.021697323126339173
WBGene00016668,ilys-1,-0.021676731589893104,0.08818867651779888,0.13574969580532364,0.021676731589893104
WBGene00021020,W04B5.3,0.021674529664246118,0.08822098912877248,0.13578652623318288,0.021674529664246118
WBGene00219206,W05H12.4,-0.021672070431508074,0.08825708892597184,0.13582917820448018,0.021672070431508074
WBGene00006976,zhp-3,-0.02165438817380332,0.08851700266890876,0.13621624284498865,0.02165438817380332
WBGene00005683,sru-20,-0.021652273352836402,0.08854812994440421,0.1362511945319579,0.021652273352836402
WBGene00019006,spg-20,0.02164184739893543,0.08870171469254158,0.1364745500096573,0.02164184739893543
WBGene00009805,F47B8.4,0.021634880675615444,0.08880446107838644,0.13661965166567536,0.021634880675615444
WBGene00011921,T22C1.12,0.02163378651070741,0.08882060671132735,0.13663150901290258,0.02163378651070741
WBGene00004993,spp-8,0.021627664156032202,0.08891099257589713,0.1367466175790104,0.021627664156032202
WBGene00020843,T27A3.7,-0.021627573842639566,0.08891232644959372,0.1367466175790104,0.021627573842639566
WBGene00006519,tag-174,0.021624289872952195,0.08896083962844574,0.13680823584991864,0.021624289872952195
WBGene00013389,Y62H9A.1,0.02161994609783698,0.08902504177116945,0.13689396736550577,0.02161994609783698
WBGene00003644,nhr-54,0.021618313876521935,0.08904917607709767,0.1369180760649858,0.021618313876521935
WBGene00016517,nhr-260,0.021613423229126225,0.08912152158418857,0.13701630055936018,0.021613423229126225
WBGene00012713,bckd-1A,-0.02160907710199486,0.08918585192418059,0.13709600906655733,0.02160907710199486
WBGene00019319,K02E10.5,0.021608776594062955,0.08919030135295918,0.13709600906655733,0.021608776594062955
WBGene00007580,C14B1.9,-0.021607245732129104,0.08921297062161912,0.13711783771288627,0.021607245732129104
WBGene00000776,cpl-1,0.021584899950909193,0.08954439928926404,0.13761417172473075,0.021584899950909193
WBGene00013481,Y69H2.3,0.02156894657315446,0.08978162285404383,0.13796564840587242,0.02156894657315446
WBGene00004410,rla-2,-0.021559753400679043,0.08991855306661342,0.1381629541900365,0.021559753400679043
WBGene00077788,W07G4.8,0.02155544700217178,0.08998275367007337,0.13824848158514355,0.02155544700217178
WBGene00015576,C07G3.8,-0.021545704171175396,0.09012813776739102,0.13845871031590087,0.021545704171175396
WBGene00018783,cbs-2,-0.021537946774301632,0.09024402999458281,0.13862359678135705,0.021537946774301632
WBGene00002827,let-653,-0.021535216787930578,0.09028484334430609,0.13867313445560656,0.021535216787930578
WBGene00010432,H39E23.2,0.021533884133034482,0.09030477195397237,0.138683325503682,0.021533884133034482
WBGene00004068,pnk-1,0.02153362762431701,0.09030860820842534,0.138683325503682,0.02153362762431701
WBGene00003463,msp-76,-0.02153226200049425,0.09032903420656428,0.13870153834733892,0.02153226200049425
WBGene00017100,E02H9.2,0.021524535403318966,0.09044467298224844,0.13885538376736464,0.021524535403318966
WBGene00004224,ptr-10,-0.021524421621593143,0.09044637676595818,0.13885538376736464,0.021524421621593143
WBGene00006667,twk-12,0.021522782915159605,0.09047091785212139,0.138879892099123,0.021522782915159605
WBGene00003740,nlp-2,0.021519847607144597,0.09051489008900335,0.1389086070374848,0.021519847607144597
WBGene00018322,F41H10.12,0.021519366210813136,0.09052210326346592,0.1389086070374848,0.021519366210813136
WBGene00022780,ZK622.1,0.021519366210813136,0.09052210326346592,0.1389086070374848,0.021519366210813136
WBGene00001160,efk-1,-0.021519243696635697,0.090523939072353,0.1389086070374848,0.021519243696635697
WBGene00086553,ZC334.13,0.02151611909766198,0.0905707696245605,0.13895652665219668,0.02151611909766198
WBGene00006687,twk-35,0.02151601494813713,0.09057233092189254,0.13895652665219668,0.02151601494813713
WBGene00022796,ZK688.1,0.02151510425873385,0.09058598391725214,0.13896430616657005,0.02151510425873385
WBGene00044675,fbxa-76,-0.021513871535057006,0.0906044674657587,0.1389762629177215,0.021513871535057006
WBGene00011897,scpl-4,-0.02151343963349761,0.09061094414663945,0.1389762629177215,0.02151343963349761
WBGene00008398,D2005.3,0.021488219028060807,0.09098979177579335,0.13952864483556476,0.021488219028060807
WBGene00021504,Y41D4A.1,0.021487867350836513,0.09099508343204782,0.13952864483556476,0.021487867350836513
WBGene00016191,C28G1.6,0.02148774381762936,0.09099694228406396,0.13952864483556476,0.02148774381762936
WBGene00013119,Y51H4A.25,0.02148386762342414,0.09105528438844207,0.13960488256961026,0.02148386762342414
