gene,gene_short_name,dpt_correlation,p_value,q_value,abs_correlation
WBGene00013556,Y75B8A.23,-0.061515598891603254,1.2811096148821599e-06,3.7805224866360367e-06,0.061515598891603254
WBGene00010697,uda-1,-0.06150549601924288,1.2862588584210606e-06,3.7950261362160743e-06,0.06150549601924288
WBGene00044987,K07A1.17,-0.0615049039314917,1.2865612509748908e-06,3.7952267764229246e-06,0.0615049039314917
WBGene00011103,R07E3.2,0.06148460347448565,1.296970606023911e-06,3.825236439478901e-06,0.06148460347448565
WBGene00006566,tgt-1,-0.06147599109705079,1.3014111537085442e-06,3.837634201575077e-06,0.06147599109705079
WBGene00007493,npp-23,-0.061458683092699314,1.3103794278763593e-06,3.863376492384197e-06,0.061458683092699314
WBGene00007704,mdt-21,-0.06143975759846641,1.3202538319072316e-06,3.89178045626104e-06,0.06143975759846641
WBGene00020235,T05A12.4,-0.06143853725252269,1.320892998770679e-06,3.892955849307397e-06,0.06143853725252269
WBGene00001538,gcy-12,0.061420678978583144,1.3302805312093666e-06,3.919574958131792e-06,0.061420678978583144
WBGene00022549,ZC196.5,0.061420435260012986,1.3304090890496745e-06,3.919574958131792e-06,0.061420435260012986
WBGene00001803,lite-1,0.06139449694669222,1.3441596607300676e-06,3.959365695204886e-06,0.06139449694669222
WBGene00015789,syx-6,-0.06139349719500733,1.3446923806782872e-06,3.960214446697494e-06,0.06139349719500733
WBGene00010631,cash-1,-0.061391365025065106,1.3458291904989633e-06,3.9628416534932194e-06,0.061391365025065106
WBGene00000887,cyn-11,-0.06137139041039444,1.356524038504531e-06,3.993606769357339e-06,0.06137139041039444
WBGene00004157,pqn-75,-0.061358022648174686,1.3637270255800935e-06,4.014082530120501e-06,0.061358022648174686
WBGene00009505,F37B12.3,-0.06134720445200529,1.369583131840432e-06,4.030587072112009e-06,0.06134720445200529
WBGene00022158,Y71G12B.23,0.061304313625009724,1.3930396466259718e-06,4.098872970773712e-06,0.061304313625009724
WBGene00016614,trpp-12,-0.06126177043107099,1.4166873352404585e-06,4.1676964629748375e-06,0.06126177043107099
WBGene00011268,pde-12,-0.061255947225407545,1.4199540463030425e-06,4.176547850633762e-06,0.061255947225407545
WBGene00021183,Y9C9A.16,0.06125096574709501,1.4227543099691174e-06,4.184024298405366e-06,0.06125096574709501
WBGene00206482,B0416.10,0.06123116961006871,1.4339349731317694e-06,4.216138566360925e-06,0.06123116961006871
WBGene00206378,C14E2.11,-0.06122950018939052,1.4348816977639007e-06,4.218156218263086e-06,0.06122950018939052
WBGene00007689,C18E9.9,0.06122554866107574,1.437124995485984e-06,4.2239840128714925e-06,0.06122554866107574
WBGene00011873,T20G5.12,0.06121948381629626,1.4405745908701861e-06,4.233354587181498e-06,0.06121948381629626
WBGene00001824,hbl-1,0.061171453861854956,1.4681758751586385e-06,4.313682411643744e-06,0.061171453861854956
WBGene00044582,B0222.11,0.06115974897596911,1.4749789440358785e-06,4.332884445179417e-06,0.06115974897596911
WBGene00007269,C03C10.2,-0.06115323673017786,1.4787770756642122e-06,4.343253838047329e-06,0.06115323673017786
WBGene00000634,col-58,0.06112341089490983,1.4962928327025114e-06,4.393901622618619e-06,0.06112341089490983
WBGene00020877,srt-63,-0.06108283567991295,1.5204418165134972e-06,4.464006145600461e-06,0.06108283567991295
WBGene00015267,chin-1,-0.061079259330767674,1.5225882107637125e-06,4.469497517890869e-06,0.061079259330767674
WBGene00008442,E01B7.2,-0.06107713121139239,1.523866812187545e-06,4.472439989657554e-06,0.06107713121139239
WBGene00009900,F49E12.7,0.0610711523897086,1.5274644899385824e-06,4.4821864844301425e-06,0.0610711523897086
WBGene00003608,nhr-9,0.06105754932315862,1.535680400440822e-06,4.5054787178724025e-06,0.06105754932315862
WBGene00006602,tps-1,0.061051542531298665,1.5393218556957073e-06,4.515344110040741e-06,0.061051542531298665
WBGene00011932,sptl-3,-0.061042371410163054,1.5448976135342755e-06,4.530878854980436e-06,0.061042371410163054
WBGene00008819,shw-1,0.06102869609353996,1.5532478507364225e-06,4.554543498573733e-06,0.06102869609353996
WBGene00022453,ncap-1,0.06102783836271899,1.553773029914111e-06,4.555258537093841e-06,0.06102783836271899
WBGene00020457,fbxa-67,-0.06102287185826279,1.5568173229009612e-06,4.563357366475808e-06,0.06102287185826279
WBGene00000934,dat-1,0.06099778611021859,1.5722818189250426e-06,4.6078528890559805e-06,0.06099778611021859
WBGene00018726,F53A9.3,0.06097193020378097,1.5883755518014908e-06,4.6541760649239485e-06,0.06097193020378097
WBGene00007627,ccdc-55,-0.06096495755541653,1.5927426337417112e-06,4.666127867838934e-06,0.06096495755541653
WBGene00007564,mrps-22,-0.06094398303881497,1.6059489846930305e-06,4.703966345902596e-06,0.06094398303881497
WBGene00007925,C34C12.6,0.06094132310064797,1.6076312825632414e-06,4.708042272972328e-06,0.06094132310064797
WBGene00004461,rpn-5,-0.06091541608124677,1.6241051928099433e-06,4.75542699493284e-06,0.06091541608124677
WBGene00006910,vha-1,-0.060914647262157236,1.6245965441791219e-06,4.7560056487702655e-06,0.060914647262157236
WBGene00014234,vps-29,-0.06088470792627964,1.6438422269494535e-06,4.811477465431227e-06,0.06088470792627964
WBGene00000192,arl-8,0.06087828881904299,1.647997003131835e-06,4.8227665777536e-06,0.06087828881904299
WBGene00003090,lys-1,0.06087583366288313,1.649588772764531e-06,4.826552477159972e-06,0.06087583366288313
WBGene00001028,dnj-10,-0.06086258178645782,1.6582060011395742e-06,4.8508891726200515e-06,0.06086258178645782
WBGene00007135,cdk-12,-0.06086029406344815,1.6596979984998758e-06,4.854376804860908e-06,0.06086029406344815
WBGene00019415,K05F6.4,-0.060845288011895794,1.669516610863201e-06,4.882212924525367e-06,0.060845288011895794
WBGene00017771,F25B4.8,0.06080144058436435,1.6985272918748302e-06,4.966152746485599e-06,0.06080144058436435
WBGene00001462,flp-19,0.06078560745440418,1.7091214832876591e-06,4.996225863403823e-06,0.06078560745440418
WBGene00010189,F57B1.6,0.060774824926974655,1.7163725498468708e-06,5.0165170265560524e-06,0.060774824926974655
WBGene00011331,T01E8.1,0.06077297404564682,1.717620204812009e-06,5.019257599046391e-06,0.06077297404564682
WBGene00009498,tat-5,-0.06076972585870786,1.7198118720959084e-06,5.024755292850406e-06,0.06076972585870786
WBGene00005226,srg-69,0.0607519976264127,1.7318211747568625e-06,5.058929904683947e-06,0.0607519976264127
WBGene00006599,tpa-1,0.06073926462685256,1.7404963247876224e-06,5.0833543454114685e-06,0.06073926462685256
WBGene00020462,T12E12.1,0.06073059787756921,1.7464249529189228e-06,5.099749835466763e-06,0.06073059787756921
WBGene00000980,dhs-17,0.06072954023247862,1.747149778899526e-06,5.100946487547986e-06,0.06072954023247862
WBGene00005033,sra-7,0.06072769311213823,1.748416341762787e-06,5.103724068113042e-06,0.06072769311213823
WBGene00017275,F08F8.10,-0.06072495120651273,1.7502980820334125e-06,5.108296060613738e-06,0.06072495120651273
WBGene00021085,W08E12.4,0.06072121829920323,1.7528630640909466e-06,5.114860107003173e-06,0.06072121829920323
WBGene00017305,nspb-12,0.06071481166555079,1.7572736562273742e-06,5.126806313807864e-06,0.06071481166555079
WBGene00011218,R10E11.6,-0.06068961513140341,1.7747236476083054e-06,5.176783516857086e-06,0.06068961513140341
WBGene00000932,dao-6,0.06066264707737835,1.7935849272313723e-06,5.230858635037893e-06,0.06066264707737835
WBGene00001890,his-16,-0.06064082063958563,1.808991050272711e-06,5.274839381598368e-06,0.06064082063958563
WBGene00017411,F13A2.2,0.06062053776755926,1.823421553113784e-06,5.315959990640689e-06,0.06062053776755926
WBGene00007155,B0379.1,0.06061720881368104,1.8258005185076698e-06,5.32193735295701e-06,0.06061720881368104
WBGene00021562,nuo-5,-0.06059924520771047,1.83868936678389e-06,5.358541797509854e-06,0.06059924520771047
