gene,gene_short_name,correlation,p-value,discovery_score
WBGene00009375,F34D10.6,0.15238726841460026,0.0001310839649117358,0
WBGene00000692,col-118,0.15198574690787578,0.0001366151645625735,0
WBGene00006634,tsp-8,0.15184980207304583,0.00013853706899207295,0
WBGene00020229,T05A8.3,0.15126597421156038,0.00014708338449939153,0
WBGene00019109,F59E11.2,0.15055060380549887,0.00015823059949653302,0
WBGene00044354,ZK418.11,0.15031967591435472,0.0001619951604999681,0
WBGene00005317,srh-98,0.14929444937513386,0.0001797462328042891,0
WBGene00019968,R08F11.4,0.14914152754375315,0.00018254530796147159,0
WBGene00015546,C06G1.2,0.14843948342109653,0.00019592815629170245,0
WBGene00016738,C47D2.1,0.1480809572310257,0.00020311223518862587,0
WBGene00000603,col-14,0.14755986988844494,0.00021399489034489827,0
WBGene00009529,F38B2.2,0.14686618287189987,0.0002293311863967251,0
WBGene00004831,slo-2,0.1465160198843541,0.00023745792729442926,0
WBGene00004740,scd-2,0.14617033289331585,0.00024574456997412237,0
WBGene00044463,W09G12.10,0.14610188204840788,0.00024741721273233966,0
WBGene00011999,T24F1.7,0.14536371702102996,0.0002661444525804893,0
WBGene00002089,ins-6,0.1448980815936484,0.00027863085610806425,0
WBGene00007036,sod-5,0.14488041006660127,0.00027911535030876905,0
WBGene00002268,lec-5,0.14478849488951598,0.0002816480836769053,0
WBGene00008039,C40H1.3,0.14393421791323913,0.00030623733602237426,0
WBGene00002012,hsp-12.3,0.14345940666490012,0.00032075702619221633,0
WBGene00044283,spp-22,0.14277188311291436,0.00034292402192991685,0
WBGene00020803,T25E4.1,0.14253325531401828,0.000350946342081605,0
WBGene00012421,Y9C2UA.1,0.14129153187311355,0.00039559342462950177,0
WBGene00010865,M04D8.7,0.14082361692564138,0.0004137503138123181,0
WBGene00011713,T11F9.12,0.1406748832563934,0.0004196824584331526,0
WBGene00006407,lim-9,0.14064214247083628,0.00042099889986368954,0
WBGene00008065,npr-18,0.14024032627215066,0.00043747153399091403,0
WBGene00012554,Y37D8A.16,0.13988402442262235,0.0004525784157620802,0
WBGene00019988,R09F10.5,0.13970004445519416,0.00046056779918791707,0
WBGene00020714,T23B3.6,0.13950165972128514,0.00046932969263104436,0
WBGene00003175,mec-12,0.1394682665243914,0.00047081970808622977,0
WBGene00022614,ZC449.4,0.13923172479795282,0.0004815009818498719,0
WBGene00020017,R12A1.3,0.13895529938290724,0.0004942687963963864,0
WBGene00045248,ZK180.7,0.13871545635246124,0.0005056013601167529,0
WBGene00001725,grl-16,0.13871082060248233,0.0005058227606202828,0
WBGene00044553,T23B12.11,0.1384272651209794,0.0005195379044768392,0
WBGene00002054,ifb-2,0.13820054451322925,0.0005307519390434222,0
WBGene00015921,C17H11.1,0.13790110032268077,0.0005459080168976502,0
WBGene00020190,guk-1,0.1375081013872462,0.0005664099202865406,0
WBGene00017198,nhr-36,0.13632704214530034,0.0006324083563388497,0
WBGene00001132,alp-1,0.1358246022704019,0.000662592538218308,0
WBGene00015679,C10F3.7,0.1357615335610303,0.0006664744003776068,0
WBGene00008407,D2023.3,0.1352951108193267,0.000695844112126877,0
WBGene00008886,F16C3.2,0.1352002458999792,0.0007019625285206847,0
WBGene00010186,nhr-283,0.13483098547206326,0.0007262563695821568,0
WBGene00001263,emb-9,0.13434933778861127,0.0007591156639520626,0
WBGene00003695,nhr-105,0.13238593564355333,0.0009078263829515054,0
WBGene00022518,zfh-2,0.1323729574520232,0.0009088933374913819,0
WBGene00018219,F40A3.4,0.1322109439795977,0.0009223106116145085,0
WBGene00010982,flp-32,0.1319671840732458,0.0009428430745596081,0
WBGene00003752,nlp-14,0.13188473081280128,0.0009498833637743364,0
WBGene00000611,col-34,0.13134765081658326,0.000996943876336195,0
WBGene00002019,hsp-16.48,0.13115528350306474,0.0010143169299162548,0
WBGene00006982,zig-5,0.13038046980569723,0.0010871603105854781,0
WBGene00006633,tsp-7,0.1294375768183109,0.001182307950462312,0
WBGene00020393,T10B5.7,0.12897770632980196,0.0012314464658025898,0
WBGene00016761,tkr-2,0.12885683446567275,0.0012446706436306733,0
WBGene00016559,C41A3.2,0.1285446133225879,0.001279437410251604,0
WBGene00004950,sox-3,0.1284112060101481,0.0012945636223512097,0
WBGene00013897,ZC443.2,0.12731656195836968,0.0014250389542805155,0
WBGene00002016,hsp-16.2,0.1271836592759451,0.0014416779862357861,0
WBGene00016022,C23H3.9,0.12673445543085063,0.0014992482266242089,0
WBGene00001988,hot-3,0.12652468748672285,0.0015268494548838745,0
WBGene00010291,F58H10.1,0.12612160039876827,0.0015812023422985641,0
WBGene00019732,M02D8.6,0.12566088541954148,0.0016454988930475352,0
WBGene00008570,kcnl-2,0.12556425930950033,0.0016592846936930412,0
WBGene00011535,T06E4.8,0.12441940146701604,0.0018308904495567963,0
WBGene00021788,Y51H7C.10,0.12436281939389984,0.001839779350184304,0
WBGene00077455,Y69H2.17,0.12408886017885436,0.0018833797032847285,0
WBGene00016396,C34B2.11,0.12373720610539925,0.0019407325537174566,0
WBGene00016585,oac-59,0.12364065906422625,0.0019567563689908245,0
WBGene00003744,nlp-6,0.1234881147922024,0.0019823211013205518,0
WBGene00010971,R01E6.7,0.12326050040136576,0.0020210357512971035,0
WBGene00016254,fbxb-114,0.12284522632640314,0.0020934574143017023,0
WBGene00002052,ifa-4,0.12197306527331042,0.0022533468068054972,0
WBGene00017380,F11D5.1,0.12183296031530093,0.0022800481127787315,0
WBGene00005150,sre-2,0.12174898434146372,0.0022961905900505592,0
WBGene00018486,glb-16,0.12132328950410642,0.0023796388575064815,0
WBGene00003075,lrx-1,0.12027844831967001,0.0025963291484976925,0
WBGene00018298,nlp-50,0.12010081557732322,0.0026349098009896756,0
WBGene00017535,atf-8,0.12010056968772952,0.0026349635670087825,0
WBGene00044142,H13N06.7,0.11864047494395437,0.0029724557743885252,0
WBGene00010887,M7.12,0.11764495391144447,0.0032246382041217817,0
WBGene00015741,C13F10.1,0.11690959532695058,0.0034232400165675313,0
WBGene00013180,cutl-10,0.11675655469994461,0.0034659435397206015,0
WBGene00022287,Y75B7AR.1,0.11539179804071925,0.003868689173960457,0
WBGene00022615,ZC449.5,0.11510416426919498,0.003958801788324314,0
WBGene00009496,F36H1.11,0.11456618981512667,0.004132463473470281,0
WBGene00009799,lgc-47,0.11348935434308716,0.00450094082134355,0
WBGene00000699,col-125,0.11133258234429826,0.005329545951429246,0
WBGene00001448,flp-5,0.10979413432390595,0.006002045308695278,0
WBGene00011327,hlh-34,-0.11541645851781157,0.0038610504958423936,0
WBGene00022610,ZC416.6,-0.11800761084595417,0.003130601955656226,0
WBGene00006956,wrt-10,-0.11958410720282134,0.0027501263810179245,0
WBGene00000433,ceh-8,-0.11966813649141754,0.0027310821238556828,0
WBGene00006981,zig-4,-0.13401192149770774,0.0007829496349137344,0
WBGene00022837,ceh-45,-0.13505216647562843,0.0007116128308357786,0
WBGene00194680,Y17D7C.6,-0.13974292563995205,0.00045869402409966556,0
WBGene00045382,T05E12.8,-0.14383759847575142,0.00030914124500954935,0
WBGene00000431,ceh-6,-0.14646919151477852,0.00023856495300857137,0
WBGene00000503,cht-1,-0.1548414115479563,0.00010159473873416836,0
WBGene00020684,T22D1.5,-0.15664218859783396,8.406124349968602e-05,0
WBGene00001842,her-1,-0.16291418395447507,4.275391507726052e-05,0
WBGene00012064,fbxb-115,-0.1632863704830054,4.1039870913905234e-05,0
WBGene00007863,C32C4.3,-0.17945521654837943,6.3587756184247145e-06,0
WBGene00010100,F55C9.3,-0.18074066056044927,5.4423626063674106e-06,0
WBGene00000777,cpn-1,-0.18292966261341145,4.164836747449567e-06,0
WBGene00001934,his-60,-0.19222788792588222,1.289936560693164e-06,0
WBGene00001960,hlh-16,-0.19488062645834217,9.135127475905781e-07,0
WBGene00015059,B0228.1,-0.2244877203487989,1.3988711159251315e-08,0
WBGene00004974,spe-29,-0.23499415084682201,2.738313477852301e-09,0
WBGene00018811,pmt-2,-0.2400928003475789,1.2059677384806861e-09,0
WBGene00000903,daf-7,-0.24081115498012712,1.0727525403176684e-09,0
WBGene00020785,T25B2.1,-0.2458799573334138,4.6467099322019626e-10,0
WBGene00001951,hlh-4,-0.2541073258560911,1.147897520611132e-10,0
WBGene00010234,ttr-50,-0.28348119712767833,5.141699025848385e-13,0
WBGene00001958,hlh-14,-0.3006909164312041,1.5825302532768983e-14,1
WBGene00002085,ins-2,-0.310117496726079,2.1246548089941087e-15,1
WBGene00002255,lbp-3,-0.31384413753238394,9.413881404189593e-16,1
WBGene00006818,unc-86,-0.32765148944438327,4.167496663575857e-17,1
WBGene00011328,T01D3.3,-0.33228173145533996,1.4127415374906322e-17,1
WBGene00010102,F55C9.5,-0.40232240722792223,1.0209299145716596e-25,1
WBGene00008555,F07C6.4,-0.40437454060332234,5.487310675178244e-26,1
WBGene00009156,clec-196,-0.4164877755692694,1.2853698447718314e-27,1
WBGene00007641,C17E4.1,-0.43299092515919974,6.000693307047998e-30,1
WBGene00007934,C34E7.4,-0.5090797843126029,1.6387882893284606e-42,2
WBGene00007640,C17D12.7,-0.5369997255006674,5.627220402031277e-48,2
WBGene00008066,fbxb-65,-0.5460642650183136,7.307758007225091e-50,2
WBGene00016088,clec-266,-0.5485661242894074,2.152227125085451e-50,2
WBGene00001820,ham-1,-0.5946693564626585,4.937786940243418e-61,3
WBGene00002253,lbp-1,-0.6003947626026455,1.7771290781979392e-62,3
WBGene00003000,lin-11,-0.6096929124495485,6.9471029130040595e-65,3
WBGene00001854,hil-3,-0.6497433192624416,3.107477964199778e-76,3
WBGene00235158,Y37E3.30,-0.712615718953596,5.5884321398897236e-98,5
WBGene00000468,ces-1,-0.7154443387951295,4.272661972633644e-99,5
WBGene00019040,fbxb-19,-0.7223185245688661,7.233808963002741e-102,5
WBGene00008447,E01G4.5,-0.7289311284956804,1.2980348209414675e-104,5
WBGene00001898,his-24,-0.7338240412320495,1.0677999048249795e-106,5
WBGene00019039,fbxb-18,-0.7394520289089258,3.7371022339930157e-109,5
WBGene00000458,ceh-37,-0.747126817670324,1.3147804869599628e-112,5
WBGene00018352,fbxc-20,-0.774466322248665,5.309041894318295e-126,6
WBGene00006063,sto-1,-0.7932417032083324,2.398341321939268e-136,6
WBGene00017326,dmd-5,-0.8579736664137962,2.1853704620585024e-182,9
