gene,gene_short_name,correlation,p-value,discovery_score
WBGene00005647,srp-6,0.5375131337886667,4.4154015387788545e-48,2
WBGene00022391,Y95B8A.12,0.5328975631863763,3.8491413818972237e-47,2
WBGene00001758,gst-10,0.532121703546957,5.521019925361744e-47,2
WBGene00010290,F58H1.7,0.5273285370583946,5.0218745417637144e-46,2
WBGene00077536,F38B7.10,0.5203327120923614,1.183359581992705e-44,2
WBGene00044144,M153.4,0.5154279121370382,1.0383268333902269e-43,2
WBGene00010144,F56C4.1,0.5148686934190071,1.3270939231795091e-43,2
WBGene00004345,rgs-2,0.5127658787422569,3.3255133638369576e-43,2
WBGene00007751,C26G2.2,0.5121760117659986,4.298057324871103e-43,2
WBGene00044922,Y43C5A.7,0.5105716835125544,8.61381645644427e-43,2
WBGene00015411,srz-60,0.5086478666608882,1.9730266026504257e-42,2
WBGene00017813,F26A10.1,0.5054709439054422,7.665128941593203e-42,2
WBGene00005542,sri-30,0.503614774313414,1.6827464695939097e-41,2
WBGene00005399,srh-184,0.4995742861348164,9.165894726075619e-41,2
WBGene00009901,F49E12.8,0.49866615915407153,1.3374598385405032e-40,2
WBGene00077698,lurp-4,0.49800835448310393,1.7572918815102418e-40,2
WBGene00009136,lurp-3,0.49245535752190805,1.7199243858441563e-39,2
WBGene00001681,gpc-1,0.4920250782878829,2.0488756923597875e-39,2
WBGene00009842,igeg-2,0.4840977029711492,4.928084613517567e-38,2
WBGene00011326,T01D3.1,0.484068184247162,4.986017795486761e-38,2
WBGene00007253,C01H6.3,0.48373855669725174,5.680660400224195e-38,2
WBGene00005387,srh-171,0.4831020523500408,7.304741731858019e-38,2
WBGene00019980,chil-14,0.4822986110584023,1.0025941422460148e-37,2
WBGene00008184,C49A1.1,0.4804277585131056,2.0889947742842604e-37,2
WBGene00044238,C30H6.12,0.47977563626221453,2.6952770545016207e-37,2
WBGene00012382,ttr-16,0.47861331253522615,4.238979958787811e-37,2
WBGene00007247,C01G12.7,0.4743668988337071,2.1844646881682726e-36,2
WBGene00011474,aldo-1,0.472235805951488,4.93131717406348e-36,2
WBGene00194909,F41E6.17,0.4718251440029739,5.765268688457835e-36,2
WBGene00003641,nhr-51,0.46731767224733545,3.159375419534542e-35,2
WBGene00021804,Y53G8AM.4,0.46090068183737604,3.4083678696196436e-34,1
WBGene00019001,ipgm-1,0.4602901743019379,4.262681135028477e-34,1
WBGene00008865,F15G9.1,0.45153722460259893,1.0022422258281146e-32,1
WBGene00015053,B0222.1,0.45010997161667676,1.662753357086497e-32,1
WBGene00012372,W09H1.1,0.44921598296971654,2.280391445676993e-32,1
WBGene00044353,ZK418.10,0.44306199560335446,1.955990033679789e-31,1
WBGene00022412,Y102A11A.2,0.44030637058869254,5.048446240068544e-31,1
WBGene00001787,gst-39,0.4388645566098881,8.26262108489569e-31,1
WBGene00009983,cut-2,0.4365284880258417,1.8264564324830634e-30,1
WBGene00044009,ZK822.6,0.4351073885378371,2.9502971529769586e-30,1
WBGene00000175,aqp-7,0.4348233716008047,3.246154186134828e-30,1
WBGene00010235,F58B4.2,0.434184689749323,4.023057474330274e-30,1
WBGene00001989,hot-4,0.4316850163028736,9.276165855030787e-30,1
WBGene00012016,inpp-1,0.4311591854998573,1.104854208159751e-29,1
WBGene00006669,twk-14,0.4291045392696815,2.181451848825675e-29,1
WBGene00011314,T01B7.9,0.42852528566328213,2.6404101765718336e-29,1
WBGene00000224,atgp-1,0.42799969236601476,3.1388914382905813e-29,1
WBGene00001701,grd-12,0.42547923945006977,7.163212283847782e-29,1
WBGene00014033,arrd-15,0.4241573321216007,1.1011264227935352e-28,1
WBGene00022635,ZC581.9,0.42399665239584483,1.1600536571941056e-28,1
WBGene00016530,C39D10.2,0.4221316661426066,2.1202016973523623e-28,1
WBGene00012779,cdkl-1,0.4217360797385791,2.4083459857262504e-28,1
WBGene00009969,F53B7.7,0.42044629722297777,3.644577662695586e-28,1
WBGene00005362,srh-146,0.41991216127123604,4.3244692826678615e-28,1
WBGene00007910,C34B4.5,0.4190166899797293,5.756690637945922e-28,1
WBGene00005531,sri-19,0.4183025058164501,7.227581901729237e-28,1
WBGene00008989,F20G2.6,0.41804621976040557,7.841460498282664e-28,1
WBGene00016397,maph-9,0.41786727916402067,8.300383055568788e-28,1
WBGene00007058,dmd-6,0.41726419201871967,1.0051701997321644e-27,1
WBGene00018637,F49E8.6,0.4170527343501966,1.0748582524713452e-27,1
WBGene00012989,Y48C3A.5,0.416795361631304,1.1661543021940166e-27,1
WBGene00001459,flp-16,0.41655662612961236,1.2576785556072366e-27,1
WBGene00008484,E04D5.5,0.4154885506453639,1.7621855594093695e-27,1
WBGene00022842,ZK994.6,0.4134827427795603,3.309171996427238e-27,1
WBGene00022522,ZC132.3,0.41177012097767013,5.648392873133376e-27,1
WBGene00018544,nhr-188,0.4116747443772666,5.818581296545704e-27,1
WBGene00001447,flp-4,0.41157304137900597,6.005648268180052e-27,1
WBGene00016366,nhr-140,0.4083652638908042,1.620322805312361e-26,1
WBGene00019263,H35B03.1,0.40785959583321807,1.8928862621355995e-26,1
WBGene00219421,Y66D12A.30,0.4075243551011358,2.098100514631169e-26,1
WBGene00001464,flp-21,0.4063118881549203,3.041420060311785e-26,1
WBGene00005560,sri-48,0.40497193199136633,4.57628178735135e-26,1
WBGene00000277,cab-1,0.4044320966993812,5.392249194013234e-26,1
WBGene00018081,F36A4.2,0.40311186585748626,8.044309458937484e-26,1
WBGene00005338,srh-119,0.4025885621009751,9.421736690928386e-26,1
WBGene00008327,srz-44,0.3959013178340908,6.928272300077804e-25,1
WBGene00007809,C29F4.3,0.39530556767522423,8.2578033618690955e-25,1
WBGene00007856,C31H5.5,0.3932273570780736,1.519168540025397e-24,1
WBGene00011678,T10B9.9,0.3923090762280547,1.9860335053422636e-24,1
WBGene00019967,cyp-33C8,0.3917250608697491,2.354035493417365e-24,1
WBGene00020854,T27C4.1,0.39125404452590523,2.6992771789007065e-24,1
WBGene00044020,ZK856.14,0.38915583412317944,4.952715639373823e-24,1
WBGene00004921,snt-1,0.3873738928720801,8.264563281861764e-24,1
WBGene00011869,dod-6,0.38694494073295704,9.344317725941747e-24,1
WBGene00011246,R11D1.7,0.38401482410194027,2.1514066411689584e-23,1
WBGene00077783,D1054.18,0.38156840142359016,4.288629642078919e-23,1
WBGene00012026,srz-100,0.380293966582513,6.12898399038201e-23,1
WBGene00018297,F41F3.3,0.3774293586353763,1.3597443483325483e-22,1
WBGene00219300,W10G6.6,0.37557135389808993,2.270318359395858e-22,1
WBGene00019663,K11H12.7,0.3750040752416048,2.6532180598098796e-22,1
WBGene00022606,dmsr-9,0.3729371073327045,4.669492323141042e-22,1
WBGene00019840,R02F11.2,0.37175909541096663,6.432711511741411e-22,1
WBGene00003751,nlp-13,0.3699502999442047,1.0493082556239594e-21,1
WBGene00011682,snt-7,0.3653110958562286,3.62935804933175e-21,1
WBGene00023479,srz-67,0.3652241208696286,3.7140684275585286e-21,1
WBGene00019764,M03F8.5,0.36460392704472344,4.377351669504119e-21,1
WBGene00022552,ZC196.9,0.3598233570780658,1.5348730909835824e-20,1
WBGene00015716,sox-4,0.35775628711158036,2.623173084124316e-20,1
WBGene00010920,M117.4,0.35559292677654647,4.5772202292470814e-20,1
WBGene00015935,C17H12.10,0.3524747622961725,1.013501783091958e-19,1
WBGene00005559,sri-47,0.35227062151498995,1.0673133827206395e-19,1
WBGene00007345,C05E7.3,0.34978529360191635,1.9976150508980874e-19,1
WBGene00003884,osm-3,0.3487487016906433,2.5902166207884566e-19,1
WBGene00000524,clc-3,0.3487298342975562,2.60247014453819e-19,1
WBGene00000650,col-74,0.34817983999623814,2.985889421584976e-19,1
WBGene00014233,ZK1128.7,0.34618170021913414,4.908295495774574e-19,1
WBGene00002094,ins-11,0.3437646406335755,8.911991494436723e-19,1
WBGene00002140,inx-18,0.3427402879973153,1.1457172855227458e-18,1
WBGene00235291,C01G5.25,0.34133515652376456,1.6146557424056669e-18,1
WBGene00010603,nhr-198,0.3387341291012364,3.033196567611833e-18,1
WBGene00003566,ncx-1,0.33795054326924867,3.6634088800773e-18,1
WBGene00016093,srsx-34,0.3374100233432667,4.1715987374128565e-18,1
WBGene00000491,che-12,0.3371082554774182,4.4848861096821315e-18,1
WBGene00016979,C56G2.4,0.33687495187928046,4.742873618934012e-18,1
WBGene00015340,C02E7.7,0.33649459495343814,5.195144742043162e-18,1
WBGene00009579,arrd-6,0.336060379730959,5.7635194085961675e-18,1
WBGene00017353,F10E9.1,0.335558994843582,6.496269482671198e-18,1
WBGene00013761,Y113G7B.11,0.33456326715359813,8.233877130328255e-18,1
WBGene00009633,F42E11.3,0.33236451755809426,1.3854460396609447e-17,1
WBGene00009578,F40F8.5,0.3322234699405875,1.432267687594952e-17,1
WBGene00005586,sri-74,0.3319406707582676,1.5308860371728186e-17,1
WBGene00020033,R12E2.7,0.32996530503856286,2.4327871549947957e-17,1
WBGene00044387,C27A2.8,0.3283567396919956,3.538616660159338e-17,1
WBGene00012503,Y26D4A.5,0.3277846178663599,4.040908953316189e-17,1
WBGene00022623,ZC487.1,0.32678145222445154,5.0963745904342596e-17,1
WBGene00021558,Y45G5AM.6,0.32592900863281915,6.203081821670107e-17,1
WBGene00014261,shk-1,0.32274798489147527,1.2844408330051073e-16,1
WBGene00013642,daf-38,0.32149856152626066,1.7054987692541605e-16,1
WBGene00005149,sre-1,0.31757166142265775,4.1223078723883153e-16,1
WBGene00010558,ptp-4,0.31738015188212965,4.3021821837425963e-16,1
WBGene00010683,K08F8.7,0.3153987854071042,6.68048231191028e-16,1
WBGene00017900,F28E10.1,0.3140300797723626,9.036462882189302e-16,1
WBGene00019495,sdz-24,0.3117782958697557,1.4803292034220237e-15,1
WBGene00020192,T03F1.11,0.3103216690012711,2.032588399544364e-15,1
WBGene00005417,srh-207,0.309983928826727,2.1870879418478485e-15,1
WBGene00022240,shl-1,0.30932424978021117,2.522860636349995e-15,1
WBGene00019023,F58A6.2,0.3088374240094736,2.802641451933715e-15,1
WBGene00010349,dyf-18,0.30842070136181676,3.066177554386538e-15,1
WBGene00020444,T12B3.1,0.30839216164291017,3.085091317936556e-15,1
WBGene00012216,W02D9.10,0.30774765108235,3.544077764059364e-15,1
WBGene00004053,tank-1,0.30773987242138395,3.550007909491612e-15,1
WBGene00023474,srz-37,0.3072524120970132,3.941730081868247e-15,1
WBGene00004924,snt-4,0.3061921517928171,4.946153103380813e-15,1
WBGene00011677,cyp-13A1,0.3059781693505742,5.1774342807343185e-15,1
WBGene00022817,upp-1,0.3056919774192606,5.503432511768673e-15,1
WBGene00044028,F33H1.6,0.3056894459449391,5.506404176735572e-15,1
WBGene00007816,C30F2.2,0.3047844078900523,6.676333193066934e-15,1
WBGene00002267,lec-4,0.3039020179293037,8.050707996772817e-15,1
WBGene00012100,sipa-1,0.30358361040779075,8.611954006499208e-15,1
WBGene00015803,C15H9.9,0.3033640300204752,9.021200470305713e-15,1
WBGene00003404,mpz-1,0.3020720826455798,1.1845404813215378e-14,1
WBGene00001385,far-1,0.30138829944881124,1.367463368427496e-14,1
WBGene00001665,gpa-3,0.3008318435128707,1.5365497836844545e-14,1
WBGene00012289,W05H12.1,0.30077039128184574,1.5564363791494065e-14,1
WBGene00010357,H03A11.2,0.2984954385890485,2.50001509587006e-14,1
WBGene00018541,nhr-186,0.298080081417688,2.7247277844822327e-14,1
WBGene00194689,Y38H6C.24,0.29751153435427835,3.06472902329539e-14,1
WBGene00019479,K07C11.7,0.29703940509380716,3.378426254566122e-14,1
WBGene00008255,C51E3.10,0.29576710304647297,4.3891211846470325e-14,1
WBGene00021799,Y53G8AL.1,0.2950335251499987,5.101009820961279e-14,1
WBGene00006072,str-4,0.29429929722370934,5.926589844981821e-14,1
WBGene00006475,tyra-3,0.29423438043704986,6.005594025382092e-14,1
WBGene00045208,F13E9.15,0.2941521487274055,6.107154763665016e-14,1
WBGene00010647,K08C7.4,0.2941496768636839,6.110233586194946e-14,1
WBGene00195143,C16D2.2,0.2926040960410731,8.365766250031954e-14,1
WBGene00011287,glb-24,0.2906174125303478,1.2493354563470354e-13,1
WBGene00019320,K02E10.6,0.2903774605883719,1.311062421708183e-13,1
WBGene00268206,F54E2.9,0.28940805040918977,1.5923423477868344e-13,1
WBGene00012035,T26C5.5,0.2892441504208223,1.64541820647994e-13,1
WBGene00002189,kin-1,0.2856928551620569,3.330809585866238e-13,0
WBGene00016044,C24B5.1,0.2845194383998854,4.195642629486926e-13,0
WBGene00003495,mup-2,0.2841283375583281,4.530091246372537e-13,0
WBGene00002266,lec-3,0.28275715013896235,5.922068045969419e-13,0
WBGene00044701,AH9.6,0.2821380203520488,6.68045961106736e-13,0
WBGene00015427,C04E6.13,0.2819829381152657,6.884850390928044e-13,0
WBGene00014253,ZK1320.3,0.2816217716742999,7.384880478950396e-13,0
WBGene00001374,exp-2,0.2777104948464235,1.567694213968146e-12,0
WBGene00008265,kcnl-4,0.27748056134507143,1.6380196275718482e-12,0
WBGene00015901,nhr-158,0.277343829476958,1.6812933687443664e-12,0
WBGene00007553,C13G3.1,0.27494896574937483,2.6483221960539113e-12,0
WBGene00004174,abu-14,0.2743864972823646,2.9446704495029582e-12,0
WBGene00011227,R11.2,0.27408095225783874,3.119006169123222e-12,0
WBGene00012231,W04A4.2,0.2732807737109035,3.624815717711357e-12,0
WBGene00006468,rhgf-1,0.2728487659411152,3.93038694266949e-12,0
WBGene00020426,T10H10.2,0.271571169749431,4.989067726119428e-12,0
WBGene00018803,fbxa-24,0.2713062792461895,5.241165365311065e-12,0
WBGene00002272,lec-9,0.26969931332700237,7.059958393943305e-12,0
WBGene00011060,R06C1.6,0.26937246061237974,7.499139717551652e-12,0
WBGene00006985,zig-8,0.2689327110989963,8.132379224500732e-12,0
WBGene00016114,flp-27,0.2688582836358499,8.24460599643358e-12,0
WBGene00044386,C27A2.7,0.26795949795743446,9.725336218723585e-12,0
WBGene00008208,nhr-167,0.2665549083060468,1.2573997754461608e-11,0
WBGene00020279,glb-25,0.2601106904432907,4.008820631842636e-11,0
WBGene00016976,C56E10.3,0.25970871586986477,4.3050215716658326e-11,0
WBGene00017068,D2092.8,0.25821684362039593,5.6029063746331916e-11,0
WBGene00003563,ncs-1,0.2559473461242498,8.338964815104483e-11,0
WBGene00009725,F45E6.1,0.25503901348981195,9.767059216086518e-11,0
WBGene00008368,D1053.3,0.25480768168755696,1.0167288613629078e-10,0
WBGene00010074,irld-34,0.2537475487621199,1.221554145865272e-10,0
WBGene00005348,srh-131,0.2534080361242713,1.295277005037346e-10,0
WBGene00003602,nhr-3,0.25300525815019187,1.3883747380551907e-10,0
WBGene00013907,sre-20,0.2529892976395741,1.392195144452283e-10,0
WBGene00005892,srx-1,0.2515065682847586,1.7956004578278908e-10,0
WBGene00020242,phat-5,0.2504340581011523,2.156274524918065e-10,0
WBGene00003166,mec-2,0.2497820583735533,2.409070727857686e-10,0
WBGene00000681,col-107,0.24960523553738537,2.482464953057842e-10,0
WBGene00005249,srh-25,0.24755443775718616,3.5100636452264074e-10,0
WBGene00022648,ZK54.3,0.2467341224690489,4.02819711408139e-10,0
WBGene00007540,C12D8.13,0.24547556476852347,4.970887666677639e-10,0
WBGene00008223,lgc-48,0.24521015523255893,5.195508765862487e-10,0
WBGene00000893,cyn-17,0.24504189670485102,5.342994651013793e-10,0
WBGene00014067,ZK675.4,0.2446240836356439,5.727072874915548e-10,0
WBGene00018413,cyp-33C4,0.24375744424047313,6.611339213681305e-10,0
WBGene00003746,nlp-8,0.2425909417264363,8.013927033997831e-10,0
WBGene00017493,irld-30,0.24186883618096747,9.023045879996127e-10,0
WBGene00022271,cpx-1,0.23967814506312735,1.2900472366624303e-09,0
WBGene00006583,tnc-2,0.23941875793938955,1.3455126749736994e-09,0
WBGene00004912,sng-1,0.2375822171137418,1.8101925944414831e-09,0
WBGene00001954,hlh-10,0.236884536698133,2.024838092239556e-09,0
WBGene00003759,nlp-21,0.23457907342135306,2.9249447226785204e-09,0
WBGene00001788,gst-40,0.2339517597605057,3.2306594652388634e-09,0
WBGene00004300,ram-2,0.2337563970254624,3.332049770436303e-09,0
WBGene00007176,kcnl-1,0.23342440044707666,3.5114814935156113e-09,0
WBGene00020039,R12E2.14,0.2325285677555311,4.0437418827316e-09,0
WBGene00018376,F43C9.2,0.22845020939782332,7.632514077397485e-09,0
WBGene00010012,saeg-1,0.22707905889933863,9.424561162682795e-09,0
WBGene00022389,pde-6,0.22572033609606615,1.159981760017891e-08,0
WBGene00003850,odr-3,0.22540714883006804,1.2166320842535623e-08,0
WBGene00021043,pck-1,0.22458933331670666,1.377498395175478e-08,0
WBGene00014030,glb-1,0.22456766781298326,1.3820286879502244e-08,0
WBGene00011517,cgt-1,0.2245122132632695,1.3936902027644462e-08,0
WBGene00003620,nhr-21,0.22312900608166034,1.7174422136909056e-08,0
WBGene00012967,kvs-4,0.2218985097690221,2.0658016594344567e-08,0
WBGene00045331,F14D7.12,0.22188264227122154,2.0707127948131864e-08,0
WBGene00018988,F56F11.1,0.22158156337072188,2.1660709024117458e-08,0
WBGene00007408,C07B5.3,0.22072362300013326,2.4617111746191918e-08,0
WBGene00011693,T10G3.2,0.21956447512962438,2.9238256934984325e-08,0
WBGene00004913,snn-1,0.21792849490611893,3.721366301395869e-08,0
WBGene00008815,srz-103,0.2158768037098039,5.0224851988445756e-08,0
WBGene00008746,F13E6.2,0.2155155006881002,5.2931870581610725e-08,0
WBGene00008315,C54G4.5,0.21467505606241097,5.978563732998405e-08,0
WBGene00007675,C18D4.6,0.21461534173665198,6.030396323607394e-08,0
WBGene00012019,dkf-2,0.2145777797432121,6.063222743769672e-08,0
WBGene00016928,srb-19,0.21345200575199702,7.131272338761673e-08,0
WBGene00003614,nhr-15,0.21184080077763745,8.981464909986952e-08,0
WBGene00022038,Y65B4BL.6,0.21142817941888972,9.525256827008382e-08,0
WBGene00015775,C14E2.6,0.21010002159626143,1.150014471145746e-07,0
WBGene00012760,Y41C4A.17,0.2097902812856497,1.2014611330282173e-07,0
WBGene00009982,F53F1.4,0.2095547366128493,1.2420640659437118e-07,0
WBGene00017597,F19C7.8,0.20878672601152207,1.38385985207186e-07,0
WBGene00019428,dgk-5,0.20808374413148759,1.527248498404217e-07,0
WBGene00022664,ZK121.2,0.20512222174529068,2.3049689654668213e-07,0
WBGene00003714,nhr-124,0.2035907454537545,2.844954148454392e-07,0
WBGene00016503,C37C3.11,0.20304560236222544,3.0651008620838917e-07,0
WBGene00018117,nlp-47,0.2026209451793787,3.2478706740403814e-07,0
WBGene00003848,odr-1,0.20227512867569852,3.4044191010422326e-07,0
WBGene00003849,odr-2,0.20125923503678808,3.9074717022670724e-07,0
WBGene00022441,Y110A2AL.4,0.20100375777360324,4.044821800714173e-07,0
WBGene00003646,nhr-56,0.2003891317075284,4.3945609582479914e-07,0
WBGene00012942,Y47D3B.6,0.2000441683387051,4.6034209424301204e-07,0
WBGene00044316,F41G3.21,0.19987391660449758,4.7099893900639826e-07,0
WBGene00016984,npr-8,0.19908182265277757,5.237803186176289e-07,0
WBGene00006064,sto-2,0.19893390088465482,5.342482635206147e-07,0
WBGene00008454,E02A10.4,0.1988634392577702,5.39305083851871e-07,0
WBGene00006801,unc-68,0.19806110975628702,6.002313202966641e-07,0
WBGene00013276,sre-42,0.19787196812626423,6.155298607483187e-07,0
WBGene00005339,srh-120,0.1965013491274796,7.381444220393546e-07,0
WBGene00001211,egl-47,0.19600401613766769,7.881893466831349e-07,0
WBGene00012833,Y43F8C.11,0.19575864697463982,8.140656503902383e-07,0
WBGene00010468,K01D12.9,0.19464040947647968,9.426916179097615e-07,0
WBGene00006980,zig-3,0.19359989603071595,1.0797452784331275e-06,0
WBGene00011888,cutl-15,0.1935921322919713,1.0808364516052108e-06,0
WBGene00020385,nhr-216,0.19350161924523554,1.0936361962788104e-06,0
WBGene00019051,srz-23,0.19311099696042772,1.150563853332115e-06,0
WBGene00016733,phat-2,0.19223994866465163,1.287928374345151e-06,0
WBGene00006668,twk-13,0.19199470842177888,1.329358115373428e-06,0
WBGene00002097,ins-14,0.19118364418526193,1.4756786178403242e-06,0
WBGene00044767,T23B7.3,0.18925441021521847,1.8883819955154539e-06,0
WBGene00017060,D2063.1,0.1889096483844918,1.9729416748860972e-06,0
WBGene00009242,sre-6,0.18873864481755392,2.016218427234427e-06,0
WBGene00017157,tyra-2,0.1884945631117418,2.079568321194254e-06,0
WBGene00010602,nhr-197,0.18798638489678074,2.2176369440018265e-06,0
WBGene00011684,T10B10.8,0.18798529494621405,2.2179423044221626e-06,0
WBGene00010838,M03C11.1,0.1870251324722433,2.503180354869057e-06,0
WBGene00019154,glf-1,0.1867978417575168,2.575672609345953e-06,0
WBGene00007301,C04F12.7,0.18655766867646467,2.654456302964444e-06,0
WBGene00000641,col-65,0.1862503186884766,2.7586457218524488e-06,0
WBGene00004267,rab-3,0.18583043692695764,2.9073267804107308e-06,0
WBGene00009573,F40E10.5,0.1857917504048879,2.921405203055039e-06,0
WBGene00009917,glb-18,0.18489071279272434,3.268374028519493e-06,0
WBGene00044418,C08G5.7,0.18342635101006577,3.9177953239673845e-06,0
WBGene00010669,bath-37,0.18309696420936994,4.080006948412109e-06,0
WBGene00018078,F35H12.6,0.1822811729732224,4.50986135804401e-06,0
WBGene00195086,F21C10.13,0.18064473057600716,5.50614578573644e-06,0
WBGene00011073,R07A4.2,0.17943867384670187,6.371477924412007e-06,0
WBGene00012287,sre-33,0.1793929274412804,6.406730496401509e-06,0
WBGene00019839,R02F11.1,0.17798014137957086,7.591794514722818e-06,0
WBGene00219317,F31E3.12,0.17781612207495517,7.74220273673229e-06,0
WBGene00021383,Y37F4.2,0.17766403340865808,7.884206529389066e-06,0
WBGene00009803,F47B8.2,0.17695982453225664,8.574725057314804e-06,0
WBGene00000653,col-77,0.1763452824379342,9.224090707211712e-06,0
WBGene00015996,C18H7.6,0.1763288364550739,9.242096614073572e-06,0
WBGene00020149,T01D1.4,0.17552091868098765,1.0169077168376155e-05,0
WBGene00001676,gpa-14,0.17543055418097142,1.0278101112120037e-05,0
WBGene00017858,F27C1.11,0.1747266297822514,1.1166327598830163e-05,0
WBGene00022605,dmsr-11,0.17173728491333776,1.5819956419228716e-05,0
WBGene00015495,C05E11.6,0.17098618612426406,1.7251207858236196e-05,0
WBGene00015368,srt-65,0.17090205594248908,1.7418978102821357e-05,0
WBGene00003653,nhr-63,0.1708169237650512,1.7590324524133287e-05,0
WBGene00045056,F13H10.9,0.16987345549680613,1.959969567523837e-05,0
WBGene00021396,cutl-24,0.16985436985127275,1.9642510763832043e-05,0
WBGene00007044,cpna-5,0.16900796276357377,2.163317903091565e-05,0
WBGene00011899,T21C12.3,0.16796649678314077,2.4345947563622888e-05,0
WBGene00021272,Y23H5B.1,0.16755599720721281,2.5501459643337652e-05,0
WBGene00001763,gst-15,0.16739144894871205,2.597909986004914e-05,0
WBGene00023411,srz-3,0.16731965553614198,2.619014595912909e-05,0
WBGene00005577,sri-65,0.1670396112651645,2.7029022498480734e-05,0
WBGene00020844,T27A10.2,0.16510238237143834,3.356932352067235e-05,0
WBGene00017039,trk-1,0.16484303133004313,3.455109265516353e-05,0
WBGene00003889,osm-9,0.1647294328290355,3.498963093621921e-05,0
WBGene00020929,W02C12.2,0.16446200866373228,3.604291212621262e-05,0
WBGene00004131,pqn-44,0.1639886741702366,3.798120535882289e-05,0
WBGene00013298,Y57G11B.6,0.16381281906853187,3.87261602239757e-05,0
WBGene00010681,mak-1,0.16357922847085057,3.973710600235523e-05,0
WBGene00077691,T06E4.14,0.1628493709264687,4.305924260700506e-05,0
WBGene00195073,F02E11.7,0.1617103514605225,4.8773750208566997e-05,0
WBGene00020237,phat-4,0.16111609823230919,5.203281301816237e-05,0
WBGene00011423,ipla-7,0.15982677473079704,5.982537258907406e-05,0
WBGene00005713,srv-2,0.1597059665471582,6.060947190496245e-05,0
WBGene00004944,sol-1,0.1589821264791779,6.551464288595642e-05,0
WBGene00011355,lgc-14,0.15875086762827278,6.715921051185899e-05,0
WBGene00022295,cng-2,0.15784624886051074,7.397423218867846e-05,0
WBGene00013415,ilcr-1,0.15769469567192038,7.517792127870541e-05,0
WBGene00006646,tsp-20,0.1567006292697707,8.35431063488822e-05,0
WBGene00013215,Y54G11A.4,0.15610897764877624,8.893066255286761e-05,0
WBGene00002084,ins-1,0.15580286931107207,9.184498830759114e-05,0
WBGene00015364,npr-19,0.1555830537118143,9.399301639341072e-05,0
WBGene00006436,ttn-1,0.15361660018435783,0.00011542955851660094,0
WBGene00003748,nlp-10,0.1526500084799968,0.00012757926240517567,0
