gene,gene_short_name,correlation,p-value,discovery_score
WBGene00003591,nex-4,0.13266233697008112,0.003489986014253916,0
WBGene00003745,nlp-7,0.12978541354507483,0.0042762518376108635,0
WBGene00044142,H13N06.7,0.12920304814256398,0.004453685862430852,0
WBGene00015679,C10F3.7,0.12905795985399246,0.00449891356183434,0
WBGene00010724,K09E9.1,0.1272371922984196,0.005102827278768448,0
WBGene00020714,T23B3.6,0.12174931434683972,0.007389640199909408,0
WBGene00006956,wrt-10,-0.13714862276906153,0.002522521690399981,0
WBGene00001960,hlh-16,-0.13875950866316453,0.0022397428913715064,0
WBGene00002255,lbp-3,-0.14065442046852905,0.00194432832909623,0
WBGene00206462,B0391.14,-0.14427920622455231,0.001476333825194004,0
WBGene00007640,C17D12.7,-0.14525036083953632,0.0013698724701733656,0
WBGene00018811,pmt-2,-0.14669342906012134,0.0012246630244454443,0
WBGene00044082,D1086.12,-0.1504308113691364,0.0009119124167480363,0
WBGene00007862,C32C4.1,-0.16062127842179907,0.000394247150956866,0
WBGene00003939,pax-3,-0.16087439230414302,0.00038587033624323065,0
WBGene00019734,M02E1.2,-0.16517803321553948,0.00026653233071929216,0
WBGene00001050,dom-3,-0.16632486308606684,0.00024113293434006525,0
WBGene00001434,fkh-2,-0.17473343801105898,0.00011341168665546624,0
WBGene00000777,cpn-1,-0.1772679694163405,8.971994605885685e-05,0
WBGene00019039,fbxb-18,-0.19038049559393033,2.5336340053113434e-05,0
WBGene00045382,T05E12.8,-0.19637878236949782,1.3795897585602201e-05,0
WBGene00007934,C34E7.4,-0.19677576563614765,1.3243172136353662e-05,0
WBGene00022835,ZK973.9,-0.19792318860706304,1.176155642436107e-05,0
WBGene00000685,col-111,-0.20617486205867427,4.9100864327720414e-06,0
WBGene00012064,fbxb-115,-0.20691450687546423,4.532349213335553e-06,0
WBGene00018307,dyla-1,-0.21048146459394623,3.0682943778627435e-06,0
WBGene00009156,clec-196,-0.22014366728438323,1.0307127397838698e-06,0
WBGene00004372,rig-5,-0.22192501750599286,8.383246982689486e-07,0
WBGene00010102,F55C9.5,-0.22539211179535185,5.579995713155688e-07,0
WBGene00015062,trx-1,-0.23083501669799183,2.9064884232340576e-07,0
WBGene00010100,F55C9.3,-0.23372994336753056,2.040937788830381e-07,0
WBGene00013100,zip-7,-0.24711785718465126,3.745096622277544e-08,0
WBGene00010234,ttr-50,-0.29136239226868704,6.623667028228917e-11,1
WBGene00006652,ttx-1,-0.36029595697468797,2.985087936724372e-16,1
WBGene00000503,cht-1,-0.4400465896295233,2.713720257067015e-24,2
WBGene00002086,ins-3,-0.465545726710147,2.3704228136075232e-27,2
WBGene00006981,zig-4,-0.4716824407490378,3.9760865963295343e-28,2
WBGene00016088,clec-266,-0.4898282496996272,1.632479521816154e-30,2
WBGene00008447,E01G4.5,-0.5433170855306164,1.9243545396128062e-38,3
WBGene00017184,ncam-1,-0.5463293672554137,6.228182045609933e-39,3
WBGene00008066,fbxb-65,-0.5843490616372081,1.447620661947156e-45,3
WBGene00001958,hlh-14,-0.6093532483762769,1.9862078240298595e-50,3
WBGene00002253,lbp-1,-0.6339298250380475,1.1943472003460769e-55,4
WBGene00006063,sto-1,-0.6913021891157933,6.91857983428286e-70,5
WBGene00001854,hil-3,-0.6929824162320763,2.3584509082490743e-70,5
WBGene00235158,Y37E3.30,-0.7252350196876678,5.3898408881573675e-80,6
WBGene00001898,his-24,-0.7686386496892744,2.2051857706824088e-95,7
WBGene00000468,ces-1,-0.8426169526859847,2.1885911276521398e-131,9
WBGene00002085,ins-2,-0.8473933642588372,2.449865606983222e-134,10
